Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
HMGT,3301,004,,7,20,16,7,1,,,,,,,,,7,,1,"Taylor, Donald E","Agrawal, Vithika",,,,
HMGT,3310,001,19,14,7,3,1,3,,,,,,,,,1,,0,"Tesmer, Kristin M",,,,,
HMGT,3310,002,6,16,7,9,3,2,1,1,,,,,,,4,,0,"Tesmer, Kristin M",,,,,
HMGT,3311,001,,9,,1,8,,,2,,,,,,,16,1,0,"Karnuta, Daniel","Nama, Rajathushara",,,,
HMGT,3311,002,,11,,,8,,1,2,,,1,,,,10,,1,"Karnuta, Daniel","Nama, Rajathushara",,,,
HMGT,4321,001,6,26,9,5,3,,1,,,,,,,,4,,0,"Moonesinghe, Mark S",,,,,
HMGT,4380,001,6,21,4,,6,4,,,,,,,,,4,,0,"Berrett, Britt R","Kaplan, Marilyn R",,,,
HMGT,6320,0W1,,28,7,,,,,,,,,,,2,,,1,"Fleming, Forney F",,,,,
HMGT,6320,501,,17,3,1,,,,,,,,,,,,,1,"Fleming, Forney F",,,,,
HMGT,6320,CH1,,1,8,1,3,,,,,,,,,,,,0,"Jacob, Stephen",,,,,
HMGT,6321,501,,10,6,3,,,,,,,,,,7,,,1,"Ramanathan, Kannan",,,,,
HMGT,6323,0W1,,13,9,8,1,,,,,,,,,7,,,1,"Ayvaci, Mehmet U","Zhu, Wangsheng",,,,
HMGT,6325,501,,15,3,,,,,,,,,,,2,,,3,"Stephens, Timothy G","Tiwari, Pooja",,,,
HMGT,6327,501,,18,,,,,,,,,,,,,,,0,"Stephens, Timothy G",,,,,
HMGT,6330,0W1,,8,10,6,,3,,,,,,,,8,,,1,"Drummond, Jeffery P",,,,,
HMGT,6340,501,,15,5,,,,,,,,,,,,,,0,"Berrett, Britt R",,,,,
HMGT,6408,AS1,,42,,1,,,,,,,,,,,,,2,"McCracken, John","Convery, Paul",,,,
HMGT,6410,AH6,,18,6,,,,,1,,,,,,,,,1,"Kaiser, Robert C",,,,,
HONS,3101,HN1,,13,1,,,,,,,,,,,,1,,0,"Harpham, Edward",,,,,
HONS,3104,HN1,5,9,,,,,,,,,,,1,,,,0,"Dow, Douglas C",,,,,
HONS,3108,HN1,,14,,,,,,,,,,,,,,,0,"Prakash, Ravi",,,,,
HONS,3111,HN1,4,9,,,,,,,,,,,,,1,,1,"Thompson, Christina M",,,,,
HONS,3112,HN1,3,1,2,,1,1,,,,,,,,,1,1,0,"Kaplan, Marilyn R","Lee, Sangjin",,,,
HONS,3115,HN1,,13,,,,,,,,,,,,,,,1,"Thompson, Christina M",,,,,
HONS,3199,H13,,10,,,,,,,,,,,,,2,,0,"Martinez, Manuel L",,,,,
HONS,3199,H14,2,7,2,,,,,,,,,,,,3,,0,"Pitman, Bonnie L","Boeshans, Lindsey E",,,,
HONS,3199,H15,7,4,1,,,,,,,,,,,,2,,0,"Devdas, Neetha R",,,,,
HONS,3199,H16,7,4,,,,,,,,,,,,,2,1,0,"Schwab, Robert",,,,,
HONS,3199,HN1,2,9,1,,1,,,,,,,,,,2,,0,"Thompson, Christina M","Rippel, Scott A",,,,
HONS,3199,HN2,1,11,1,,,,,,,,,,1,,,,0,"Towner, Theresa",,,,,
HONS,3199,HN3,,13,1,,,,,,,,,,,,2,,0,"Rankin, Monica A",,,,,
HONS,3199,HN4,,17,1,,,,,,,,,,,,,,0,"Wilson, Michael",,,,,
HONS,3199,HN5,7,4,2,,,1,,,,,,,,,,,0,"LaDow, Eva S",,,,,
HONS,3199,HN6,,12,,,,,,,,,,,,,1,,0,"Farmer, J Michael",,,,,
HONS,3199,HN7,,7,1,,,,,,,,,,,,3,1,0,"Bambach, Charles",,,,,
HONS,3199,HN8,,13,,,,,,,,,,,,,1,,0,"Hatfield, Charles D",,,,,
HONS,3199,HN9,,11,,,,,,,,,,,1,,1,,1,"Brunell, Thomas",,,,,
HUAS,6339,501,,16,,,,,,,,,,,,1,,,1,"Pomara, John",,,,,
HUAS,6392,501,,11,1,,,,,,,,,,,3,,,0,"Waligore, Marilyn A",,,,,
HUAS,6394,501,,9,,1,,,,,,,,,,,,,0,"Curchack, Fred",,,,,
HUHI,6301,001,,8,,,,,1,,,,,,,2,,,1,"Wickberg, Daniel",,,,,
HUHI,6314,001,,10,1,,,1,,,,,,,,,,,0,"Hill, Kimberly D",,,,,
HUHI,6338,001,,8,5,,,,,,,,,,,1,,,0,"Patterson, David",,,,,
HUHI,7315,001,,8,,,,1,,,,,,,,1,,,0,"Channell, David",,,,,
HUMA,1301,HN1,1,23,,,,,,,,,,,,,1,,0,"Towner, Theresa",,,,,
HUMA,3351,001,14,15,,1,,,,,,,,,,,,,0,"Anjum, Zafar",,,,,
HUMA,6300,001,,7,4,2,1,,,,,,,,,4,,,1,"Wilson, Michael",,,,,
HUSL,6308,501,,7,1,,,,,,,,,,,4,,,0,"Prieto, Rene",,,,,
HUSL,6340,001,,6,5,,,,,,,,,,,1,,,1,"Turner, Frederick",,,,,
HUSL,6370,001,,5,6,1,,,,,,,,,1,2,,,0,"Greer, Erin",,,,,
HUSL,6380,501,,7,2,,1,,,1,,,,,,1,,,0,"Schulte, Rainer",,,,,
IMS,3100,001,2,32,3,,,,,,,,,,,,1,1,0,"Berardi, Caryn S",,,,,
IMS,3310,001,1,6,8,5,5,5,,2,3,,1,,,,9,3,0,"Olsztynska, Agnieszka","Yeo, Yundong",,,,
IMS,3310,002,,11,15,8,6,3,1,,,,1,,,,12,3,0,"Woldu, Habte G","Teschner, Ryan S","Bhuyan, Mrinmoy J",,,
IMS,3310,003,2,10,17,8,6,3,1,,,,,,,,11,,2,"Woldu, Habte G","Teschner, Ryan S","Bhuyan, Mrinmoy J",,,
IMS,3310,004,30,7,3,3,3,2,,1,2,1,,,,,5,2,0,"Carraher, Shawn M",,,,,
IMS,3310,005,,10,5,6,14,6,2,1,,,,,,,14,,0,"Qian, Cuili","Deng, Shu",,,,
IMS,3310,006,5,18,5,6,8,2,,,,,,,,,4,,0,"Li, Jianan",,,,,
IMS,3310,007,,17,7,14,6,,,,,,,,,,4,,0,"Zydorek, Hubert","Campos de Castro Ferreira, Leticia",,,,
IMS,3310,008,1,16,9,12,5,,,,,,,,,,5,,0,"Zydorek, Hubert","Campos de Castro Ferreira, Leticia",,,,
IMS,3310,009,,15,4,4,8,7,2,1,,,,,,,18,1,0,"Qian, Cuili","Deng, Shu",,,,
IMS,3310,010,4,2,8,2,1,3,,,,,,,2,,10,2,6,"Levine, Sheen S","Kwon, Jung Hyun",,,,
IMS,3310,011,6,3,4,3,1,1,,1,,,,,1,,7,,3,"Levine, Sheen S","Kwon, Jung Hyun",,,,
IMS,3310,012,2,5,5,12,8,2,1,,,,,,1,,9,2,1,"Chasteen, Larry H","Bai, Xiaoou",,,,
IMS,3310,013,,2,9,9,11,12,4,3,,,,,,,6,1,2,"Tsang, Wing K","Bai, Xiaoou",,,,
IMS,3310,501,35,7,6,1,2,,1,1,,,,,,,4,1,1,"Carraher, Shawn M",,,,,
IMS,3310,502,7,2,1,4,3,1,1,,,,,,2,,8,2,3,"Levine, Sheen S","Kwon, Jung Hyun",,,,
IMS,3310,503,,3,6,9,12,6,1,2,,2,,,,,6,,0,"Tsang, Wing K","Bai, Xiaoou",,,,
IMS,4335,501,,,8,,,,,,,,,,,,3,,0,"Wright, Robert G",,,,,
IMS,4373,501,,12,5,5,,,,1,,,,,,,2,,0,"Lee, Seunghyun","Kim, Dong Shin",,,,
IMS,6204,0W1,,6,10,8,1,2,,,,,,,,4,,,1,"Woldu, Habte G",,,,,
IMS,6204,551,,3,5,2,1,,,,,,,,,4,,,0,"Woldu, Habte G",,,,,
IMS,6204,P51,,18,2,1,7,,,,,,,,,,,,1,"Dalgic, Tevfik",,,,,
IMS,6304,XS1,,10,9,8,3,1,,,,,,,,5,,,0,"Kiser, Stephen L",,,,,
IMS,6314,0W1,,6,13,1,,,1,,,,,,,4,,,0,"Dalgic, Tevfik",,,,,
IMS,6351,XS1,,22,,,,,,,,,,,,3,,,0,"Foster Brady, Pamela",,,,,
IMS,6365,0W1,,13,19,5,2,,,,,,,,,12,,,0,"Woldu, Habte G",,,,,
IMS,6V96,0S1,,28,,,,,,,,,,,,,,,1,"Alborz, Shawn",,,,,
IPEC,4309,001,8,2,1,,,,,,,,,,,,3,2,0,"Bray, Timothy M",,,,,
IPEC,4311,001,9,12,5,1,,,,,,,,,,,,,1,"Palao Mendizabal, Agustin",,,,,
IPEC,4375,001,1,2,,1,5,1,2,2,,,,,,,6,,1,"Fass, Simon",,,,,
IPEC,4377,001,4,2,9,8,6,2,1,,1,,,1,,,12,1,0,"Bunte, Jonas B","Akarte, Prajakti V",,,,
IPEC,4396,001,,1,3,6,,,,,,,,,,,1,,0,"Kim, Dohyeong","Mutesi, Mireille",,,,
ISIS,3309,001,2,,5,,1,1,1,2,,,,,1,,3,,0,"Salter, Elizabeth",,,,,
ISIS,3312,001,1,9,,5,6,1,4,6,,,1,,,,5,,1,"Wissinger, Tonja",,,,,
ISIS,3335,001,4,5,7,3,5,2,1,,,,,,,,3,1,1,"Rosa, Jonathan",,,,,
ISIS,4303,001,,9,4,5,6,2,,,,,,,,,11,,1,"Werhnyak, Larissa",,,,,
ISIS,4V89,001,24,5,,1,,,,,,,,,,,,,0,"Aubrey, Lea E",,,,,
ISNS,2359,001,5,8,19,8,11,1,4,3,1,,,2,3,,12,1,2,"Griffin, William R","Sink, Katharine O","Haque, Ziaul",,,
ISNS,2359,0W1,121,89,12,6,7,1,1,1,2,,,,2,,10,4,4,"Pujana, Ignacio","Griffin, William R",,,,
ISNS,2359,0W2,101,84,15,16,10,5,1,5,2,1,,2,3,,9,4,1,"Pujana, Ignacio","Griffin, William R",,,,
ISNS,2366,001,1,2,4,1,4,2,3,,1,,,1,,,1,4,0,"McCauley, Steven",,,,,
ISNS,2367,0W1,82,70,22,19,18,4,2,,3,,1,,1,,15,7,3,"Pujana, Ignacio","Hetti Pathirannehelage, Diluni Ayeshika W.",,,,
ISNS,2367,0W2,77,82,23,17,15,2,,3,7,,,,1,,13,4,6,"Pujana, Ignacio","Hetti Pathirannehelage, Diluni Ayeshika W.",,,,
ISNS,2368,001,3,3,3,2,8,4,1,3,,,,,4,,14,6,0,"McCauley, Steven","Timms, Christopher I",,,,
ISNS,3373,001,2,7,6,7,3,7,2,2,,,,,1,,8,1,2,"Khan, Amena","Mahmud, Mohammad M",,,,
ITSS,3100,001,21,8,3,,1,,1,,,,,,,,6,,0,"de los Santos, Veronica",,,,,
ITSS,3100,002,24,,3,2,1,,,,,,,,,,7,3,0,"de los Santos, Veronica",,,,,
ITSS,3200,001,11,27,7,3,2,2,,,,,,,,,8,2,0,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun",,,,
ITSS,3300,001,,41,9,5,,,,,,,,,,,4,,0,"Owens, Sean M","Tunc, Murat M",,,,
ITSS,3300,002,2,11,4,2,10,1,2,,1,,,,,,23,2,1,"Short, Kevin P","Luo, Ning",,,,
ITSS,3300,003,,15,6,2,5,3,1,,,,,,,,24,2,1,"Short, Kevin P","Luo, Ning",,,,
ITSS,3300,004,,33,7,6,6,1,,1,1,,,,1,,4,,0,"Shrivastava, Prakash C","Liu, Yihong",,,,
ITSS,3300,005,,37,5,4,4,2,,,,,,,1,,4,1,2,"Thompson, Norman","Sun, Kai",,,,
ITSS,3300,006,10,7,10,6,4,4,2,,1,1,,,2,,8,2,2,"Atabansi, Lloyd A","Sun, Kai",,,,
ITSS,3300,007,,26,7,3,3,4,1,2,1,,1,,,,8,1,3,"Shrivastava, Prakash C","Liu, Yihong",,,,
ITSS,3300,008,,32,2,5,5,1,,2,2,,1,,4,,1,3,1,"Shrivastava, Prakash C","Liu, Yihong",,,,
ITSS,3300,009,2,13,13,7,7,2,2,,,,1,,,,11,,0,"Bodeker, Alison J","Xie, Si",,,,
ITSS,3300,010,4,50,3,,1,,,1,,,,,,,6,,0,"Stephens, Timothy G","Zhang, Hong",,,,
ITSS,3300,011,4,41,6,,2,,,,,,,,,,5,,2,"Stephens, Timothy G","Zhang, Hong",,,,
ITSS,3300,0W1,6,17,9,4,2,4,,1,,,,,2,,5,,0,"Thouin, Mark","Agrawal, Priyanka","Rawat, Manavi",,,
ITSS,3300,501,,47,1,7,3,1,,,,,,,,,1,,0,"Owens, Sean M","Tunc, Murat M",,,,
ITSS,3300,502,,35,12,4,2,,,,,,,,,,6,1,0,"Fuller, Tony F","Gupta, Abhay",,,,
ITSS,3300,503,1,27,8,1,4,,1,2,,,1,,1,,3,,1,"Hansen, Atanas Y","Zhu, Wangsheng",,,,
ITSS,3300,504,5,7,9,7,5,2,1,1,,,,,1,,7,1,1,"Young, John G",,,,,
ITSS,3300,HON,,35,7,2,1,,,,,,,,,,12,1,0,"Owens, Dawn M","Rawat, Manavi",,,,
ITSS,3311,001,8,33,12,4,3,2,,,,,,,,,2,1,0,"Hosseini, Leila",,,,,
ITSS,3311,002,7,30,14,3,2,,,1,,,,,,,8,,0,"Mishra, Sailendra P",,,,,
ITSS,3311,501,24,17,13,3,2,,1,,,,,,,,3,1,1,"Mehta, Sameer",,,,,
ITSS,3311,502,11,9,3,7,5,8,,1,1,,,,1,,9,5,2,"Sun, Geng",,,,,
ITSS,3312,001,,43,6,2,2,,,1,,,,,,,4,2,0,"Varma, Rashmi","Rajane, Revati V",,,,
ITSS,3312,501,,37,5,3,3,2,2,2,,,1,,,,3,3,0,"Varma, Rashmi","Rajane, Revati V",,,,
ITSS,3390,001,6,8,18,12,3,2,,1,,,,,,,9,,1,"Arora, Vivek","Fernandes, Kevin",,,,
ITSS,4300,001,,4,7,8,7,2,1,,2,,,,,,16,2,0,"Arora, Vivek","Fernandes, Kevin",,,,
ITSS,4300,002,,20,8,8,4,1,1,,,,,,,,5,,0,"Hansen, Atanas Y","Zhu, Wangsheng",,,,
ITSS,4300,501,,2,4,,,1,1,1,1,,,,1,,4,,0,"Singla, Pardeep Kumar","Kapoor, Ishita",,,,
ITSS,4301,001,1,12,1,3,,1,,,,,,,,,,,0,"Narayan, Ravishankar L","Kapoor, Ishita",,,,
ITSS,4330,001,,4,3,4,3,,1,2,,,,,,,8,,1,"Islam, Naser","Sultana, Yasmin",,,,
ITSS,4330,002,36,17,3,1,1,1,,,,,,,1,,,,0,"Khan, Taimur A","Tang, Ping",,,,
ITSS,4330,501,,,2,2,3,,,,,,,,,,9,,1,"Islam, Naser","Sultana, Yasmin",,,,
ITSS,4340,001,1,10,10,7,12,1,3,4,,,,,1,,10,1,0,"Thompson, Luell O","Dutta, Snehasis",,,,
ITSS,4343,001,,1,8,10,12,5,,,,,,,,,3,,0,"Subramoniam, Ramesh","Tiwari, Pooja",,,,
ITSS,4351,001,,28,8,10,3,1,,,,,,,,,8,,2,"Shekhar, Gaurav","Bodkhe, Sourabh M",,,,
ITSS,4351,501,,34,6,3,6,1,,1,,,,,,,7,,2,"Shekhar, Gaurav","Bodkhe, Sourabh M",,,,
ITSS,4352,001,,16,11,7,4,2,5,,,,,,,,13,,1,"Singh, Harpreet","Chopra, Dixit",,,,
ITSS,4352,002,,11,14,7,8,4,,3,,,2,,,,12,,0,"Mehra, Amit","Chopra, Dixit",,,,
ITSS,4353,001,,7,11,6,14,3,4,,,,,,1,,12,,0,"Singla, Pardeep Kumar","Kapoor, Ishita",,,,
ITSS,4354,001,,1,3,6,7,4,3,1,1,,,,,,12,2,0,"Rao, Mukund","Saxena, Ishita",,,,
ITSS,4360,001,,7,12,7,3,2,,2,,,,,2,,8,,2,"Pandian, Thiru","Krishnakumar, Bhavani",,,,
ITSS,4360,501,6,10,15,12,9,,1,,,,,,,,7,,0,"Thirumalai, Nambi","Krishnakumar, Bhavani",,,,
ITSS,4370,0W1,,14,18,10,,,,,,,,,1,,6,,0,"Majumdar, Sumit K",,,,,
ITSS,4370,0W2,,32,5,4,3,,,,,,,,,,6,,0,"Majumdar, Sumit K",,,,,
ITSS,4370,501,,1,7,4,3,3,,,1,,,,,,19,1,1,"Hefley, William E","Luo, Ning",,,,
ITSS,4380,001,,20,7,1,1,,1,1,2,1,,,1,,6,1,3,"Owens, Dawn M","Bodkhe, Sourabh M",,,,
ITSS,4390,001,,10,3,5,6,1,2,2,,,,,,,8,,2,"Owens, Dawn M","Rawat, Manavi",,,,
ITSS,4390,002,,22,9,4,1,,1,,,,,,,,7,,1,"Owens, Dawn M","Rawat, Manavi",,,,
ITSS,4V95,001,5,16,7,1,5,,,,,,,,,,9,,1,"Calisir, Engin","Natarajan, Bharath Kumar",,,,
ITSS,4V95,501,37,12,4,2,1,1,,,,,,,,,,,0,"Khan, Taimur A","Tang, Ping",,,,
JAPN,1311,001,18,2,4,1,1,1,,,,,,1,,,,1,1,"Bracewell, Jiajun",,,,,
JAPN,1312,001,13,,1,,,1,,,,,,,,,2,,0,"Bracewell, Jiajun",,,,,
JAPN,1312,002,7,10,4,2,4,,,,,,,,,,2,,1,"Kroska, Nami",,,,,
JAPN,2312,001,5,2,1,1,1,1,,1,,,,,,,1,2,1,"Kroska, Nami",,,,,
JAPN,3312,501,1,2,1,,,1,,,,,,,1,,3,1,0,"Kroska, Nami",,,,,
LANG,3348,001,4,3,,,1,,,,,,,,1,,3,1,1,"Kroska, Nami",,,,,
LIT,1301,002,5,4,6,,4,3,1,,,,,,,,2,,1,"Mariboho, Rachael A",,,,,
LIT,1301,501,,9,,,6,,,1,,,,,,,1,,0,"Walsh, Dennis P",,,,,
LIT,1301,502,1,7,4,1,2,1,,2,1,,,1,1,,1,1,1,"Hatfield, Charles D","Oliver, Stephanie R",,,,
LIT,2320,001,7,13,5,5,1,2,,,,,,,,,2,,2,"Brewer, Kenneth L",,,,,
LIT,2331,001,3,5,9,4,3,4,,1,1,,,1,,,6,2,1,"Johnson, Ryan L",,,,,
LIT,2331,002,,21,3,2,1,2,,,,,,,1,,2,,3,"Siddiqui, Farah",,,,,
LIT,2331,003,9,6,5,2,5,1,,,,,,,1,,2,,0,"Shierry, Addison",,,,,
LIT,2350,001,,6,7,4,3,1,,,1,,1,,,,2,,2,"Greer, Erin",,,,,
LIT,3300,001,8,13,1,,,,,,,,,,,,5,,0,"Brewer, Kenneth L",,,,,
LIT,3316,001,2,28,15,22,12,4,2,1,1,,3,,3,,29,2,4,"Gossin, Pamela","Hairston, Marc R",,,,
LIT,3317,501,21,17,4,9,8,5,4,3,,,,,1,,17,,0,"Starnaman, Sabrina","Altree, Margaux B",,,,
LIT,3319,001,1,5,2,2,3,,,,1,1,,,1,,3,2,3,"Cohen, Milton",,,,,
LIT,3319,002,10,5,1,,,1,,,,,,,,,1,2,1,"Starnaman, Sabrina",,,,,
LIT,3330,001,7,10,3,2,2,1,2,,,,,,1,,3,1,1,"Lambert, Thomas M",,,,,
LIT,3332,501,2,3,1,1,2,,2,1,,,,,,,2,1,1,"Lambert, Thomas M",,,,,
LIT,3337,001,10,1,,,1,,,,,,,1,,,2,,1,"Valente, Sarah d",,,,,
LIT,3337,002,,5,4,3,2,1,,,,,,,,,2,,0,"Stone, Nomi",,,,,
LIT,3339,501,9,1,,,,,,,,,,,,,3,,2,"Starnaman, Sabrina",,,,,
LIT,4329,001,15,14,5,1,,1,,1,,,,,,,,1,1,"Brewer, Kenneth L",,,,,
LIT,4390,001,,11,,,,,,,,,,,,,1,,0,"Towner, Theresa",,,,,
MAS,6102,001,,,,,,,,,,,,,,62,,,2,"Johnson, Neil","Grcia-Woodruff, Margarita Deguilmo","Sehgal, Vishwam","Sonmale, Bhushan K",,
MAS,6102,002,,,,,,,,,,,,,1,38,,,0,"Cirilo, Jason M","Pal, Sushant Akshaykumar","Cramarossa, Francesco",,,
MAS,6102,003,,,,,,,,,,,,,,60,,,1,"Johnson, Neil","Wilkerson, Cassandra","Fayinminu, Oluwatosin O","Sehgal, Vishwam",,
MAS,6102,051,,,,,,,,,,,,,,25,,,1,"Johnson, Neil","Hunter, Fiona","Pal, Sushant Akshaykumar","Sonmale, Bhushan K",,
MAS,6105,0W1,,,,,,,,,,,,,,51,,,0,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun",,,,
MAS,6V03,MBC,,23,,,,,,,,,,,,,,,0,"Hazzard, Charles F","Redlinger, Lawrence","Mhetre, Suraj Arvind",,,
MATH,1306,001,12,2,1,,1,,,,,,,,1,,2,,1,"Sutton, Julie","Kaushal, Amit","Gallo, Erika S",,,
MATH,1306,002,8,4,1,,,,,,,,,2,,,2,,0,"Sutton, Julie","Kaushal, Amit","Gallo, Erika S",,,
MATH,1314,001,2,2,3,2,2,1,,,2,,,,1,,,3,0,"Alvarado, Iris",,,,,
MATH,1314,002,6,3,4,2,2,2,,2,,2,,,3,,4,,0,"Duruoha, Adannah",,,,,
MATH,1314,003,2,2,1,1,1,1,2,1,,,,,1,,,2,0,"Alvarado, Iris",,,,,
MATH,1316,001,1,1,4,2,3,,,2,,,,1,2,,1,,2,"Sutton, Julie","Kasmaie, Behshid","Sitaula, Hari P",,,
MATH,1316,002,,,2,4,2,1,1,5,,,,,1,,6,1,1,"Sutton, Julie","Kasmaie, Behshid","Sitaula, Hari P",,,
MATH,1325,001,6,3,2,1,3,3,4,1,2,,2,2,,,3,3,2,"Adabrah, Anani Komla",,,,,
MATH,1325,002,1,1,5,5,6,4,4,,2,,1,,2,,5,2,2,"Adabrah, Anani Komla",,,,,
MATH,1325,003,1,6,1,2,3,3,5,1,2,,,,2,,7,1,4,"Stanford, Paul H",,,,,
MATH,1325,004,13,9,5,3,2,2,1,2,1,,1,,,,,1,0,"Li, Changsong",,,,,
MATH,1325,005,4,4,3,4,2,5,2,1,2,,,1,2,,5,1,3,"Stanford, Paul H",,,,,
MATH,1325,006,5,9,6,1,5,2,1,,,,,,,,9,1,0,"Li, Changsong",,,,,
MATH,1325,007,1,4,4,3,4,4,1,3,1,,1,,2,,2,4,3,"Norwood, John",,,,,
MATH,1325,501,2,3,3,3,5,3,3,,2,,,1,3,,8,1,2,"Li, Changsong",,,,,
MATH,1326,001,5,11,6,3,,,,5,1,,,,,,10,,5,"Paudel, Ajaya B",,,,,
MATH,1326,002,5,5,,1,2,1,,2,,,,,,,11,1,2,"Foley, Manjula",,,,,
MATH,1326,003,9,8,2,,2,,4,4,2,,,,,,14,,3,"Foley, Manjula",,,,,
MATH,1326,004,9,7,4,3,3,1,,1,,,,1,1,,11,2,1,"Foley, Manjula",,,,,
MATH,1326,005,18,10,,2,3,,1,1,1,,,,,,8,2,2,"Kehoe, Joselle",,,,,
MATH,1326,006,7,11,6,1,3,,,1,1,,,,,,12,1,3,"Paudel, Ajaya B",,,,,
MATH,1326,007,1,3,,2,3,2,,2,,,1,,3,,10,6,4,"Rice, David",,,,,
MATH,1326,008,13,4,7,2,,3,,1,,,,,1,,13,2,2,"Kehoe, Joselle",,,,,
MATH,1326,009,9,7,5,,4,,,,,,1,,,,17,,1,"Patel, Jigarkumar S",,,,,
MATH,1326,011,9,7,4,4,2,,,1,,,,,,,13,,4,"Patel, Jigarkumar S",,,,,
MATH,1326,501,2,2,5,3,3,2,,2,1,,,,1,,15,2,5,"Paudel, Ajaya B",,,,,
MATH,2312,001,,2,3,3,5,6,3,4,2,2,1,,1,,1,2,3,"Martynova, Irina","Zagvozdkin, Andrei",,,,
MATH,2312,002,1,8,4,4,6,7,3,1,,,,1,1,,,3,0,"Martynova, Irina","Meyer, Bradley D",,,,
MATH,2312,003,,6,3,6,4,4,4,2,2,,,1,1,,3,2,0,"Martynova, Irina","Akhavan, Mehdi",,,,
MATH,2333,001,2,,2,1,2,1,,,1,,,,,,1,1,1,"Martynova, Irina",,,,,
MATH,2370,001,7,8,7,5,5,1,,1,,1,1,,,,9,2,2,"Garrett, Bentley T","Sapkota, Nirjal",,,,
MATH,2413,001,2,4,3,4,1,5,4,2,1,1,1,,5,,1,2,2,"Sultana, Nasrin",,,,,
MATH,2413,002,1,7,11,3,3,1,,,,4,,,3,,2,,4,"Cao, Yan",,,,,
MATH,2413,003,,1,2,2,7,3,4,4,2,3,1,,1,,2,6,2,"Mussa, Derege",,,,,
MATH,2413,004,1,8,4,5,2,1,3,6,2,1,1,,,,3,2,1,"Nguyen, Mylinh T",,,,,
MATH,2413,005,,2,2,10,6,5,,3,4,,1,,2,,,2,1,"Alvarado, Iris",,,,,
MATH,2413,006,1,3,4,7,4,4,5,5,,,,1,2,,1,1,1,"Mussa, Derege",,,,,
MATH,2413,007,1,2,5,4,4,4,2,4,2,,,,2,,3,5,1,"Ding, Hui",,,,,
MATH,2413,008,,1,3,5,5,2,3,,3,,1,,5,,1,3,4,"Ding, Hui",,,,,
MATH,2413,010,2,3,4,5,3,4,5,,2,,,,1,,,8,0,"Sultana, Nasrin",,,,,
MATH,2413,011,1,3,3,2,5,3,3,1,3,,2,1,3,,4,3,1,"Alvarado, Iris",,,,,
MATH,2413,012,,2,3,4,2,1,2,3,1,2,,1,3,,1,3,1,"Mussa, Derege",,,,,
MATH,2413,013,,2,5,3,4,3,3,1,1,,,1,1,,1,4,0,"Mussa, Derege",,,,,
MATH,2414,001,10,14,5,6,4,1,,2,,,,,1,,1,1,2,"Aman, Kelly",,,,,
MATH,2414,002,7,17,4,4,5,,1,,1,,,,,,6,1,2,"Aman, Kelly",,,,,
MATH,2414,003,10,16,,3,4,1,3,,,,,,,,8,,3,"Nguyen, Mylinh T",,,,,
MATH,2414,004,11,10,3,3,4,1,2,,,,,,1,,10,1,1,"Aman, Kelly",,,,,
MATH,2414,005,5,12,7,5,1,1,2,,,,1,1,1,,9,2,1,"McCary, Brady C","Aman, Kelly",,,,
MATH,2414,006,12,7,6,11,2,1,,1,1,,,,,,5,,0,"Garrett, Bentley T",,,,,
MATH,2414,007,5,7,7,6,2,2,1,2,1,,,,2,,10,1,2,"Garrett, Bentley T",,,,,
MATH,2414,008,3,11,9,4,3,2,1,,,,2,,1,,9,,3,"Adabrah, Anani Komla",,,,,
MATH,2414,009,7,6,4,3,4,2,,1,,,1,,,,9,1,0,"Ding, Hui",,,,,
MATH,2414,010,12,5,5,4,2,2,1,1,,,,,2,,12,,1,"Ding, Hui",,,,,
MATH,2414,011,6,5,8,4,2,3,,,1,,,,1,,11,1,4,"Guo, Huizhen",,,,,
MATH,2414,012,6,12,5,4,1,2,,1,1,,,,2,,8,2,2,"McCary, Brady C","Aman, Kelly",,,,
MATH,2414,013,8,10,7,3,2,3,,,,1,,,,,8,,1,"Sultana, Nasrin",,,,,
MATH,2414,014,10,15,5,3,2,1,,1,,,,,,,5,,2,"Nguyen, Mylinh T",,,,,
MATH,2414,015,5,6,8,4,2,3,1,,,,,1,2,,5,2,3,"McCary, Brady C","Aman, Kelly",,,,
MATH,2414,016,4,8,5,7,1,2,3,,,,,,1,,5,4,0,"McCary, Brady C","Aman, Kelly",,,,
MATH,2414,017,5,7,5,2,1,1,1,1,,1,,,,,5,1,2,"Lewis, David L",,,,,
MATH,2414,018,8,10,4,5,,1,1,,,,2,,1,,7,4,1,"Lewis, David L",,,,,
MATH,2414,019,6,17,5,4,2,2,,,,,,,,,7,,0,"Guo, Huizhen",,,,,
MATH,2414,020,7,8,5,3,3,1,1,3,,,,,,,6,2,1,"Adabrah, Anani Komla","Alfaro, Jose F","Ye, Xiaoli","Kasmaie, Behshid",,
MATH,2414,021,11,13,7,3,,,,,,,,,,,7,,2,"Duruoha, Adannah",,,,,
MATH,2414,022,8,14,5,1,5,3,,,1,,,,,,7,,0,"Duruoha, Adannah",,,,,
MATH,2414,023,1,4,6,4,1,1,,,,,1,,,,1,3,0,"Sultana, Nasrin",,,,,
