Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,"Total W",Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
BIOL,3161,011,6,7,9,2,1,5,,,1,3,2,1,1,1,"Liu, Li","Spiro, Stephen","Marsh, Robert","Gavva, Sandhya R",,
CHEM,3341,001,,4,2,,2,5,,4,4,,6,3,7,2,"Balkus, Kenneth",,,,,
MATH,1325,013,4,11,4,,2,5,2,4,4,,,1,2,0,"Duruoha, Adannah",,,,,
ARHM,3342,501,9,4,11,8,2,,1,1,,,,,3,0,"Pfister, Debra H",,,,,
BIOL,3101,006,2,4,1,1,7,4,5,4,5,1,1,,2,2,"Dejong, Jeff L","Smith, Patrick R",,,,
FIN,3300,001,,6,,,19,,,8,,,4,,,2,"Lynch, Julie",,,,,
BIOL,5420,001,,6,,,20,,,8,,,,,5,0,"Campbell, Zachary","Kim, Tae Hoon","Spiro, Stephen","Reitzer, Lawrence","Sarcar, Subha N","Mehta, Iti"
PHIL,1305,501,4,4,8,7,2,3,,3,,1,1,1,4,2,"Amato, Lawrence A","Fields, Kollin E",,,,
ATCM,3388,001,1,12,7,14,2,2,,1,,,,,1,0,"Lee, Angela M",,,,,
BBSU,1100,008,21,5,7,2,1,1,2,,1,,,,,0,"Flowers, Ashley S",,,,,
BBSU,1100,009,24,3,5,1,1,1,1,1,1,,,1,1,0,"Chavez, Marcos G",,,,,
CLDP,3362,001,,7,1,3,13,1,,10,2,,1,1,,1,"Mills, Candice M","Wu, Sining",,,,
PSY,3392,002,,11,5,2,7,6,2,1,2,,,2,2,0,"Grant, Meridith G","Taylor, Mackenzie B",,,,
SPAU,3341,001,,14,4,5,6,7,1,1,,,1,,,1,"Warner-Czyz, Andrea D","Escabi, Celia D",,,,
CS,1324,001,3,8,6,4,2,4,5,2,1,1,1,,2,1,"Feng, Ranran",,,,,
CS,1337,504,5,10,4,3,3,2,,2,1,,1,1,4,4,"Perkins, Stephen J",,,,,
CS,4348,004,3,10,8,,4,1,2,2,2,1,1,,3,3,"Alagar, Sridhar","Wang, Huaduo",,,,
CS,6323,001,,31,3,2,1,1,,,,,,,1,1,"Guo, Xiaohu","Wang, Yeqi",,,,
CS,6359,001,,25,3,8,2,2,,,,,,,,0,"Nouroz Borazjany, Mehra","Patterson, Zach J",,,,
EE,4363,001,,5,12,15,,8,,,,,,,,0,"Gohil, Ghanshyamsinh","Nguyen, Van Thuan",,,,
ENGR,3341,008,7,5,7,6,3,3,1,3,1,1,,,3,0,"Myers, Kathleen","Quayum, Ayon",,,,
MECH,3150,101,2,13,9,4,7,1,1,1,1,,,,1,0,"Park, Wooram","Ahsan, Faraz",,,,
MECH,3305,0W1,2,13,13,7,1,2,,,2,,,,,0,"Fadda, Dani Z","Karami, Farzad",,,,
MECH,6303,001,,25,11,3,1,,,,,,,,,0,"Tadesse, Yonas T","Almubarak, Yara",,,,
MECH,6318,001,,16,8,9,4,2,1,,,,,,,0,"Zhang, Jie","Liu, Yuanzhi",,,,
GEOG,3357,001,6,8,5,4,3,5,2,2,,1,2,,1,1,"Vakulenko, Irina","Chen, Meifang",,,,
ACCT,4342,501,1,3,,6,5,8,10,3,,3,,1,,0,"Johnson, Jennifer","Lietha, Cassidy R",,,,
BCOM,3100,001,12,8,4,,2,1,2,3,1,,,1,6,0,"Fry, Jennifer L",,,,,
BCOM,4350,503,,1,1,4,18,4,2,5,1,,2,,,2,"Steadham, Kyle S",,,,,
FIN,3390,003,2,6,,3,5,4,2,8,4,2,,,3,1,"El-Ashmawi, Amal H","Nguyen, Hung X",,,,
FIN,4300,002,,9,,2,6,,1,10,,,4,2,5,1,"Wei, Kelsey D","Lee, Pil-Seng",,,,
ITSS,4390,001,,13,12,3,9,,,1,,,,,2,0,"Owens, Dawn M",,,,,
MIS,6309,501,,22,7,6,5,,,,,,,,,0,"Islam, Naser","Muthukrishnan, Bharathi",,,,
MIS,6344,002,,37,3,,,,,,,,,,,0,"Mohamed, Sherif","Kalita, Sneha D",,,,
MKT,4360,501,19,7,3,2,4,5,,,,,,,,0,"Kulkarni, Madhura",,,,,
OPRE,3333,501,5,5,3,2,6,2,,2,3,2,,4,4,2,"Sajjadi, Reza","Ramakrishnan, Jaishree",,,,
OPRE,6301,006,,20,2,5,5,3,2,1,,,,,,2,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,
BIOL,2111,004,,4,1,1,12,7,1,6,3,2,1,,1,1,"Burr, John G",,,,,
BIOL,2111,007,3,7,,3,11,4,1,3,2,,3,1,,2,"Burr, John G",,,,,
BIOL,2111,014,19,5,2,4,1,2,1,2,2,,1,1,,0,"Srikanth, Uma",,,,,
BIOL,3101,001,,6,2,5,6,8,3,5,3,2,,,,0,"Dejong, Jeff L","Smith, Patrick R",,,,
BIOL,3101,002,,3,4,3,7,7,5,5,2,2,,,,2,"Dejong, Jeff L","Smith, Patrick R",,,,
BIOL,3161,003,3,6,5,3,2,6,2,4,2,,2,,5,0,"Spiro, Stephen","Marsh, Robert","Gavva, Sandhya R","Liu, Li",,
MATH,1314,006,1,4,2,9,3,2,3,3,4,1,1,3,4,0,"Alvarado, Iris",,,,,
MATH,2417,004,7,3,,4,2,1,2,3,3,1,3,,10,1,"Arreche, Carlos",,,,,
MATH,2417,007,10,7,1,5,3,1,2,1,,1,1,2,6,0,"Arreche, Carlos",,,,,
PHYS,3416,001,12,5,4,2,4,1,2,5,,,2,,3,0,"Zhang, Chuanwei","Cheung, Patrick K",,,,
CRIM,2317,001,2,3,2,2,10,5,,2,2,2,1,1,5,3,"Kanvinde, Vrishali",,,,,
BUAN,6340,003,,9,12,10,8,1,,,,,,,,0,"Zhang, Yingjie","Jiang, Yu",,,,
CS,4392,001,1,3,1,2,6,3,2,2,,,2,1,10,7,"Guo, Xiaohu","Wang, Yeqi",,,,
FIN,3320,501,4,4,3,4,6,3,,2,11,,,,3,0,"Kaur, Dupinderjeet","Malhotra, Varda",,,,
BIOL,3161,002,1,8,3,2,3,4,4,2,1,2,3,2,4,1,"Marsh, Robert","Spiro, Stephen","Gavva, Sandhya R","Liu, Li",,
BIOL,3161,005,6,7,5,7,4,1,,3,3,,,,2,2,"Spiro, Stephen","Marsh, Robert","Gavva, Sandhya R","Liu, Li",,
BIOL,3161,012,3,7,2,3,4,4,1,,1,,3,1,5,6,"Gavva, Sandhya R","Spiro, Stephen","Marsh, Robert","Liu, Li",,
CLDP,3342,501,3,12,8,8,6,2,,,1,,1,,,0,"Barfoot, John W","Peskova, Olga",,,,
CS,3340,503,2,2,2,7,10,2,1,3,4,,1,,4,3,"Ikram, Muhammad Z",,,,,
CS,6320,001,,4,3,8,7,7,3,7,,,,,1,1,"Moldovan, Dan I","Desai, Takshak",,,,
CS,6364,003,,22,11,8,,,,,,,,,,0,"Chen, Feng","Zhao, Chen",,,,
EE,2310,501,25,7,1,1,,,,2,1,,,,3,1,"Dodge, Nathan B","Munia, Munawara Saiyara","Luo, Ziyang","Wang, Zhengyang",,
ENGR,3300,006,1,13,1,1,4,1,,13,2,,4,,1,0,"Lee, Jung S","Chen, Tianyu",,,,
ENGR,3341,001,2,4,1,4,3,1,3,2,2,,4,1,10,4,"Fonseka, John","Hassan, Rana A",,,,
ECON,3312,001,1,5,2,1,1,4,1,5,4,,3,3,8,3,"Valcarcel, Victor J","Morgan, Lynn A","Zhang, Nan",,,
ACCT,6350,501,,17,5,5,8,4,1,1,,,,,,0,"Solcher, Steven J",,,,,
BCOM,3200,001,5,6,6,4,5,,2,3,,1,1,,5,3,"Newcomb, Rebecca G",,,,,
BCOM,4350,501,6,9,7,8,3,1,1,1,,,1,,3,1,"Prudhomme-Coleman, Michelle",,,,,
BCOM,4350,502,25,7,3,,1,,,,,,1,,4,0,"Layne, Raini M",,,,,
FIN,3390,001,6,10,,5,1,3,2,3,4,3,,,1,3,"El-Ashmawi, Amal H","Nguyen, Hung X",,,,
FIN,4310,003,4,7,4,6,4,9,4,1,1,,1,,,0,"Murray, Jennifer R",,,,,
FIN,6322,501,,22,6,2,8,3,,,,,,,,0,"DeCourcy, George A",,,,,
OPRE,4330,001,1,9,1,5,4,5,4,,4,,5,,1,2,"Frazelle, Andrew E","Rasulov, Toghrul",,,,
MATH,2417,008,3,3,6,2,3,2,,6,7,,,1,6,2,"Ding, Hui",,,,,
COMD,7204,501,,34,,,1,,,,,,,,,0,"Cook, Julie D",,,,,
ACCT,6202,0W1,,4,12,12,8,4,,,,,,,1,0,"Janakiraman, Surya","Zhang, Yang",,,,
OB,6334,CW1,,10,18,8,2,1,,,,,,,2,0,"Latham, Van M",,,,,
STAT,5351,001,,19,6,5,9,2,,,,,,,,0,"Chen, Min","Jiang, Tian",,,,
CS,3162,053,30,3,2,,2,3,,,,,1,,1,0,"DeGroot, Doug",,,,,
ECON,2302,004,1,5,8,9,8,3,3,2,1,,,,1,1,"Hou, Aoyu",,,,,
ACCT,6383,501,,25,1,11,5,,,,,,,,,0,"Bracy, Dana",,,,,
HMGT,3311,002,,3,,3,21,,2,9,,,1,,,3,"Karnuta, Daniel",,,,,
ITSS,3300,0E1,10,20,,5,1,2,,1,,1,,1,1,0,"Owens, Sean M","Luo, Ning",,,,
MKT,4330,0W1,4,6,6,10,6,3,1,1,2,1,1,1,,0,"Edsel, Alexander D",,,,,
OPRE,3310,002,2,3,1,2,7,6,6,3,8,,3,,1,0,"Parks, David","Takasi, Venkanna Dora Goutham",,,,
BIOL,2111,001,3,5,2,4,10,6,1,3,1,2,1,,4,0,"Burr, John G",,,,,
BIOL,2111,009,16,6,3,5,4,1,4,1,,,,,,2,"Srikanth, Uma",,,,,
BIOL,2111,013,18,10,3,3,2,2,1,,1,1,1,,,0,"Srikanth, Uma",,,,,
BIOL,2112,002,,2,7,5,6,6,3,2,4,1,2,1,3,0,"Wilson, Michelle","Salamat, Narges",,,,
BIOL,2112,004,2,6,6,3,2,3,4,4,4,1,1,3,2,1,"Wilson, Michelle","Cao, Lian",,,,
BIOL,2112,006,,6,8,4,6,1,4,5,,1,3,2,1,1,"Wilson, Michelle","Cao, Lian",,,,
BIOL,2112,007,,,5,4,4,8,4,6,,2,2,4,3,0,"Wilson, Michelle","Bhat, Vandita D",,,,
BIOL,3101,003,1,6,4,5,5,4,7,6,3,,,,,1,"Dejong, Jeff L","Smith, Patrick R",,,,
BIOL,3161,009,8,10,5,3,4,4,2,,,1,1,2,,2,"Liu, Li","Gavva, Sandhya R","Spiro, Stephen","Marsh, Robert",,
BIOL,3161,014,5,6,5,8,3,5,2,1,1,1,1,1,3,0,"Gavva, Sandhya R","Spiro, Stephen","Liu, Li","Marsh, Robert",,
MATH,1314,003,2,1,4,4,5,3,1,3,5,2,1,3,6,2,"Sultana, Nasrin",,,,,
MATH,2312,001,1,,3,2,2,6,6,4,3,2,1,2,10,0,"Martynova, Irina",,,,,
IPEC,3349,501,13,17,1,5,4,,,,,,,1,1,0,"Palao Mendizabal, Agustin","Islam, Iftekhairul",,,,
OPRE,6301,PS1,,21,4,3,8,6,,,,,,,,0,"Wiorkowski, John",,,,,
ARHM,2344,001,11,16,6,5,3,,,,,,,,2,0,"Yan, Haiying",,,,,
ATCM,2303,501,,27,,7,4,,,1,1,,,,1,2,"Stewart, Michael C",,,,,
BBSU,1100,004,27,7,2,3,2,,1,,,,,1,,0,"Jackson, Kevin",,,,,
BBSU,1100,006,18,9,8,1,,1,2,1,1,1,,,1,0,"Boeshans, Lindsey E",,,,,
PSY,3339,001,,11,3,4,8,1,1,4,1,2,1,1,5,1,"Huxtable-Jester, Karen J",,,,,
BMEN,3399,001,4,6,5,2,4,5,2,2,3,2,3,2,3,0,"Varner, Victor","Chakraborty, Somdutta",,,,
CS,1136,111,24,5,3,1,2,3,1,,2,,,,1,1,"Vogel, Don G",,,,,
CS,3354,005,,30,7,1,1,,,1,1,,,,2,0,"Nguyen, Tien N","Aggarwal, Alakh","Zeng, Wenxi",,,
CS,4375,002,2,9,5,8,5,,,3,5,,1,,3,2,"Nagar, Anurag","Wan, Guihong",,,,
CS,6360,004,,21,4,2,11,3,,,,,,,1,1,"Cole, John","Dakshit, Sagnik",,,,
CS,6363,006,,12,7,9,9,4,,1,,,,,,1,"Huynh, Dung T","Guo, Jianxiong","Adebiyi, Abdulmateen A",,,
EE,3302,001,,9,,5,3,8,3,7,3,,,,5,0,"Fumagalli, Andrea",,,,,
EE,4365,001,4,9,11,6,7,2,,4,,,,,,0,"Saquib, Mohammad","Hasan, Md Imrul",,,,
ENGR,2300,002,11,6,7,4,5,3,1,3,1,1,,,1,0,"Al-Dhahir, Naofal M","Marzban, Mohamed F",,,,
ENGR,2300,003,3,4,10,3,9,2,2,4,,2,,1,2,1,"Tan, Chin-Tuan","Si, Qilin",,,,
ENGR,3341,007,1,3,6,2,1,4,5,6,4,,,11,,0,"Fonseka, John","Hassan, Rana A",,,,
MECH,3351,002,,13,1,7,9,4,1,4,,,2,,2,0,"Griffith, Daniel T","Yi, Lu",,,,
PA,4386,0W1,24,7,4,,1,2,,,1,,1,,3,0,"Maxwell, Sarah P",,,,,
SOC,2320,0W1,2,7,7,5,4,,5,6,1,1,1,1,2,1,"Davis, Garrett R",,,,,
SOC,4302,001,5,8,4,3,6,7,4,5,,1,,,,0,"Scotch, Richard","Bi, Jingnan",,,,
ACCT,6356,501,,36,4,,1,,1,,,,,,1,0,"Gamino, John P",,,,,
BLAW,3301,501,8,12,15,5,1,2,,,,,,,,0,"Green, Rhonda",,,,,
BPS,4305,009,21,5,3,1,3,3,2,2,2,,,,1,0,"Carraher, Shawn M",,,,,
BUAN,6340,002,,11,12,14,5,,,,,,,,,1,"Zhang, Yingjie","Jiang, Yu",,,,
BUAN,6356,001,,18,16,5,2,,1,,,,,,,1,"Parker, Jason A","Rawat, Manavi",,,,
FIN,3330,002,1,21,,3,7,,3,4,,1,1,,2,0,"Chapman, Juliann G","Kim, Kyuri",,,,
FIN,3380,002,3,2,6,10,7,6,5,3,,,,1,,0,"Gurun, Ayfer",,,,,
HMGT,3301,004,1,7,4,13,10,4,3,,,,,,1,0,"Thurgood, Keith L","Deng, Shu",,,,
ITSS,3312,002,3,4,5,9,6,11,3,1,1,,,,,0,"Sun, Geng",,,,,
MKT,6309,501,,26,6,4,6,1,,,,,,,,0,"Rajaratnam, Daniel",,,,,
OBHR,4334,001,7,4,7,8,8,5,3,1,,,,,,0,"Weekley, Jeff A","Neumannova, Anita",,,,
OBHR,4352,001,5,7,7,4,10,3,3,4,,,,,,0,"Ritchey, Kemberly A",,,,,
OPRE,3330,002,,3,6,8,9,7,6,1,,,,,1,2,"Janke, Scott M","Rajkotwala, Mustafa S",,,,
OPRE,6301,0W2,,10,6,4,5,1,9,2,,,,,2,4,"Sethi, Awanti","Venugopal, Diya",,,,
BIOL,2111,010,22,6,5,2,1,2,4,,,,,1,,0,"Srikanth, Uma",,,,,
BIOL,2111,012,14,7,5,1,2,7,,3,,1,1,,1,1,"Srikanth, Uma",,,,,
BIOL,2112,001,2,5,7,2,8,6,5,1,2,,1,2,1,1,"Wilson, Michelle","Salamat, Narges",,,,
BIOL,2112,003,3,2,4,7,6,4,4,2,3,1,,3,1,3,"Wilson, Michelle","Yetkin, Celal E",,,,
MATH,1306,001,9,1,13,3,5,5,1,1,1,1,,1,2,0,"Sutton, Julie","Kasmaie, Behshid","Ahmed, Faisal",,,
MATH,1314,005,3,2,4,2,6,3,3,5,4,1,1,,7,2,"Adabrah, Anani Komla",,,,,
MATH,1316,001,1,1,4,3,8,5,2,4,5,1,,2,5,2,"Sutton, Julie","Hewawaduge, Dhanushki B","Xu, Xiufeng",,,
MATH,1326,006,12,5,3,3,4,3,1,6,1,1,,,,4,"Foley, Manjula","Wang, Siyuan",,,,
MATH,2312,003,,2,2,,2,4,5,6,5,4,,,13,0,"Wetzler, Kristen",,,,,
MATH,2312,004,,,4,,5,4,4,2,8,5,2,2,5,2,"Wetzler, Kristen",,,,,
MATH,2414,006,3,2,7,6,2,3,2,,5,4,3,,4,2,"Nguyen, Mylinh T",,,,,
MATH,2414,012,,5,8,3,5,1,4,1,2,2,1,1,5,5,"Sauter, Alan D",,,,,
MATH,2417,003,11,2,1,2,1,3,6,1,8,,2,2,2,2,"Ahsan, Mohammad K",,,,,
PHYS,4301,001,6,7,4,2,5,2,3,7,1,,,,5,1,"Gartstein, Yuri","Fox, Logan K",,,,
FIN,6301,0W1,,9,3,5,4,1,,7,,,,,5,6,"Day, Theodore",,,,,
CHEM,2323,007,2,4,2,2,3,1,,1,3,5,4,,8,7,"Cortes, Sergio J",,,,,
MATH,1326,501,14,3,,2,2,3,4,3,2,1,,1,4,4,"Miller, James W",,,,,
LIT,1301,003,,9,10,10,2,1,4,2,1,,,,4,1,"Biswas, Madhavi",,,,,
MUSI,3120,501,,41,,,,,,1,,,,,,2,"Hustis, Gregory J",,,,,
BBSU,1100,003,33,3,2,1,2,,,2,,,,,1,0,"Jackson, Kevin",,,,,
PSY,2301,006,,13,7,10,3,2,,4,1,,2,,1,1,"Kakhnovets, Regina",,,,,
BMEN,3330,001,8,12,6,8,3,3,2,,,,,,1,1,"Hayenga, Heather N","Bucksot, Jesse E",,,,
CS,1200,003,5,19,12,2,4,1,,,,,,,,1,"Christiansen, Michael G",,,,,
CS,1200,008,,6,15,10,8,,,3,,,2,,,0,"Chin, Wei-Pang",,,,,
CS,1200,502,,4,8,6,8,9,2,,,,,1,5,1,"Salazar, Elmer E",,,,,
ECS,1100,015,20,9,4,2,1,6,,,,1,,,1,0,"Croasdale Woudwyk, Andrea",,,,,
EE,4330,001,5,3,16,6,4,5,3,2,,,,,,0,"Young, Chadwin D","Liu, Jinbo",,,,
ENGR,2300,004,3,10,1,1,3,5,2,3,3,4,2,,4,3,"Akin, Bilal","Li, Chen",,,,
ENGR,2300,503,4,6,8,,2,2,,5,4,3,1,2,5,2,"Khoobroo, Amir","Chandra Shekar, Ram Charan M",,,,
ENGR,3300,002,1,8,1,1,5,,1,9,6,,8,,3,1,"Lee, Jung S","Chen, Tianyu","Nourmohamadi, Hesam",,,
ENGR,3341,002,4,16,,4,7,3,1,7,1,,,1,,0,"Ali, Mohammed Z","Dai, Yucheng",,,,
PPOL,4396,003,1,17,7,7,3,5,2,1,,,,,,1,"Boots, Denise P","Saucedo De La Fuente, David",,,,
ACCT,3200,001,6,3,13,10,3,4,,,1,,,,1,3,"Mckee, Susan M",,,,,
ACCT,3200,002,9,19,5,1,1,2,1,1,,1,,,2,2,"Watson, John M",,,,,
BA,3200,004,,31,3,5,1,2,,,,,,,1,1,"Berardi, Caryn S",,,,,
BCOM,4350,002,2,16,7,4,7,4,3,,,,,,,1,"Ahlberg, Mehrzad","Tanabe, Takuma",,,,
BCOM,4350,006,,10,17,6,6,1,3,1,,,,,,0,"Lawson, Kristen A","Kumar, Anil",,,,
BCOM,4350,010,1,23,11,4,4,,,,,,,,,1,"Watson, John M","Shirvin, Mahdi",,,,
BPS,4305,002,2,9,5,5,10,3,5,2,,1,,,2,0,"Chasteen, Larry H","Teschner, Ryan S",,,,
BPS,4305,007,1,7,9,7,11,3,,5,1,,,,,0,"Xia, Jun","Deng, Shu",,,,
BPS,4305,502,3,3,9,11,10,3,3,1,,,,,1,0,"Liu, Yu",,,,,
BUAN,6340,501,,11,13,13,7,,,,,,,,,0,"Zhang, Yingjie","Jiang, Yu",,,,
BUAN,6356,503,,6,11,9,10,4,3,,,,,,1,0,"Chatterjee, Sourav","Mehta, Sameer","Rajendran, Adityan",,,
BUAN,6398,002,,21,,2,14,1,,5,,,,,1,0,"Alimirzaei, Athena","Gorantla, Pavan Sai Krishna C",,,,
HMGT,3311,001,,16,,1,16,,1,8,,1,1,,,0,"Karnuta, Daniel",,,,,
ITSS,3300,009,,10,,4,11,6,2,1,4,,2,1,3,0,"Bose, Ranavir","Bhadane, Mayuri S",,,,
ITSS,3312,001,16,2,5,3,4,7,,1,2,1,,1,2,0,"Srinivasan, Srimathi","Rajput, Vishakha Prakash",,,,
OBHR,4333,501,12,12,10,5,3,,,1,,1,,,,0,"Ritchey, David B",,,,,
OBHR,4335,501,,13,14,5,4,6,2,,,,,,,0,"Meda, Edward","Mostafa, Ahmed H","Shah, Nikhil",,,
BIOL,2111,002,,4,3,,14,5,,13,3,,1,1,,0,"Burr, John G",,,,,
BIOL,2112,005,3,4,5,6,8,5,1,2,1,2,4,,2,1,"Wilson, Michelle","Yetkin, Celal E","Cao, Lian",,,
BIOL,2350,001,8,16,3,2,2,3,2,2,1,1,2,,2,0,"Sapozhnikov, Ilya",,,,,
BIOL,3161,001,1,4,8,5,4,4,3,5,1,,2,,4,3,"Spiro, Stephen","Liu, Li","Gavva, Sandhya R","Marsh, Robert",,
BIOL,3161,004,4,9,4,6,7,6,1,1,1,,,1,4,0,"Marsh, Robert","Spiro, Stephen","Gavva, Sandhya R","Liu, Li",,
BIOL,3161,006,7,1,7,5,5,4,,6,4,1,1,,1,2,"Marsh, Robert","Liu, Li","Gavva, Sandhya R","Spiro, Stephen",,
BIOL,3161,007,2,6,5,1,4,1,11,5,1,1,2,1,2,2,"Spiro, Stephen","Liu, Li","Gavva, Sandhya R","Marsh, Robert",,
BIOL,3161,010,8,5,5,5,8,2,3,3,2,,,1,,2,"Gavva, Sandhya R","Spiro, Stephen","Marsh, Robert","Liu, Li",,
BIOL,3161,013,2,3,12,1,5,3,1,5,2,1,1,,2,6,"Liu, Li","Spiro, Stephen","Marsh, Robert","Gavva, Sandhya R",,
CHEM,6389,001,,28,10,2,,1,1,,,,,,1,1,"Chan, Julia Y",,,,,
MATH,1314,001,2,2,7,2,7,3,6,,2,,1,2,7,3,"Alvarado, Iris",,,,,
MATH,1314,002,2,1,6,4,5,4,2,5,5,2,,3,4,1,"Adabrah, Anani Komla",,,,,
MATH,1314,004,5,4,4,3,5,3,,3,7,,1,2,7,0,"Sultana, Nasrin",,,,,
MATH,2312,002,,2,3,2,4,4,2,10,8,,1,1,4,3,"Martynova, Irina",,,,,
MATH,2413,002,6,10,6,2,4,4,4,1,3,1,,1,2,0,"Nguyen, Mylinh T",,,,,
MATH,2414,009,2,2,5,2,2,4,6,6,3,1,2,1,6,2,"Eydelzon, Anatoly",,,,,
MATH,2417,001,5,3,4,2,4,1,1,2,6,2,3,1,6,4,"Norwood, John",,,,,
MATH,2417,002,7,3,3,5,4,2,2,3,4,,2,1,8,0,"Ahsan, Mohammad K",,,,,
MATH,2417,012,8,2,5,4,5,2,2,2,6,,,,7,1,"Norwood, John",,,,,
MATH,2419,002,5,5,5,3,3,4,4,,5,2,,,7,1,"Wetzler, Kristen",,,,,
BA,3200,001,1,5,5,9,2,7,1,1,2,,,2,4,2,"Mckee, Susan M",,,,,
ECON,3330,501,,17,8,5,5,2,2,1,,,1,1,,0,"Earle, Doric E",,,,,
HIST,2381,001,,10,6,8,5,5,1,,2,1,2,,4,0,"Ring, Natalie",,,,,
HIST,3320,001,,11,17,9,4,,,1,,,,,1,1,"Wilson, Michael",,,,,
ITSS,4340,001,,10,3,8,15,1,4,1,1,,,,1,0,"Thompson, Luell O","Dutta, Snehasis",,,,
BBSU,1100,002,25,9,4,2,1,,,,1,,1,1,1,0,"Boynton, Catherine V",,,,,
BBSU,1100,005,23,4,7,1,1,2,2,1,1,2,1,,,0,"Berglund, Rachel",,,,,
NSC,4352,002,2,6,3,4,2,6,3,6,6,1,,1,4,1,"Raboune, Siham",,,,,
PSY,4365,501,28,4,3,3,,,2,1,1,2,,,1,0,"Raman, Rachna",,,,,
CS,1200,004,6,21,11,4,2,1,,,,,,,,0,"Christiansen, Michael G",,,,,
CS,1200,005,5,22,13,,3,1,1,,,,,,,0,"Christiansen, Michael G",,,,,
CS,1200,009,2,15,13,7,6,1,1,,,,,,,0,"Arnold, Gordon L","Chowdhury, Al Mehdi Saadat","Liu, Ximeng",,,
CS,1200,010,6,18,14,1,4,2,,,,,,,,0,"Arnold, Gordon L",,,,,
CS,1200,011,,22,3,2,12,,,2,,,,,4,0,"Cole, John",,,,,
CS,1200,012,20,17,6,,1,1,,,,,,,,0,"McMahan, Timothy",,,,,
CS,1200,013,,15,4,5,17,1,,2,,,,,1,0,"Cole, John",,,,,
CS,1200,014,23,19,2,1,,,,,,,,,,0,"Smith, Klyne",,,,,
CS,1200,015,,5,16,14,5,1,,2,,,2,,,0,"Chin, Wei-Pang",,,,,
CS,1200,016,16,20,4,1,2,,1,,1,,,,,0,"Smith, Klyne",,,,,
CS,1200,501,20,14,7,2,2,,,,,,,,,0,"McMahan, Timothy","Hu, Linghuan",,,,
CS,1200,504,,6,16,12,5,,,3,,,1,,2,0,"Chin, Wei-Pang",,,,,
CS,4365,001,4,4,1,6,4,4,2,4,2,,1,2,4,7,"Min, Richard K","Aggarwal, Alakh",,,,
CS,6301,001,,21,3,11,10,,,,,,,,,0,"Alagar, Sridhar",,,,,
ECS,1100,007,25,4,3,3,,3,2,,3,,,,1,1,"Mann, Ashley",,,,,
ENGR,3300,003,1,4,6,2,3,5,9,3,2,2,3,,4,1,"Fischetti, Massimo V",,,,,
ENGR,3300,004,7,3,6,4,6,7,2,1,3,,1,,3,2,"Saad, Ricardo E","Gandluru, Veerabharathchandrareddy","Patel, Kashyap","Xu, Xiangyu",,
ENGR,3300,005,12,1,5,3,2,4,1,4,2,,5,1,4,1,"Saad, Ricardo E","Gandluru, Veerabharathchandrareddy","Patel, Kashyap","Xu, Xiangyu",,
CRIM,3310,001,20,13,7,2,1,1,,,,,,,1,0,"Polk, Elmer O","Park, Yeonjae",,,,
IPEC,4301,001,5,4,8,4,5,4,1,3,2,,1,2,4,2,"Bunte, Jonas B","Taden, John",,,,
PSCI,4396,002,30,6,5,1,,,,,,,,,1,2,"Hoffman, Blake M",,,,,
SOC,4388,001,6,22,9,1,2,1,1,,1,,,,2,0,"Alexander, Bobby","Wilds, Katherine M",,,,
ACCT,2302,501,3,4,2,6,4,7,1,4,3,2,1,,6,2,"Hes, Christopher A","Thompson, Colby S",,,,
ACCT,3200,003,30,5,2,2,,2,,,2,,,,1,1,"McCrady, Victoria D",,,,,
ACCT,3331,501,,9,2,,12,3,3,5,,,4,,4,3,"Zhang, Yuan","Hoang, Quynh M",,,,
ACCT,3350,001,2,2,12,4,10,7,,2,1,,1,,3,1,"Solcher, Steven J",,,,,
BA,3200,002,9,4,7,1,5,4,2,,3,1,,2,1,6,"Bruce, Elizabeth J",,,,,
BA,3200,003,3,35,4,2,,1,,,,,,,,0,"Berardi, Caryn S",,,,,
BCOM,4350,001,,4,14,14,5,2,3,,2,,,,1,0,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,4350,003,,12,5,12,8,5,1,1,1,,,,,0,"Lawson, Kristen A","Kumar, Anil",,,,
BCOM,4350,004,,13,13,8,5,2,1,,2,,1,,,0,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,4350,005,,9,16,11,1,3,2,1,,1,,,1,0,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,4350,007,,15,5,13,7,1,3,1,,,,,,0,"Watson, John M","Shirvin, Mahdi",,,,
BCOM,4350,008,3,19,11,3,8,,,,,1,,,,0,"Watson, John M","Shirvin, Mahdi",,,,
BCOM,4350,009,7,16,11,4,4,2,,,1,,,,,0,"McCrady, Victoria D",,,,,
BCOM,4350,011,1,19,11,4,9,,,,,,1,,,0,"Watson, John M","Shirvin, Mahdi",,,,
BCOM,4350,012,1,9,14,10,5,3,1,1,,,,,1,0,"Lawson, Kristen A","Kumar, Anil",,,,
BPS,4305,003,5,11,7,11,3,4,2,,1,,,1,,0,"Balaji, Pavithra",,,,,
FIN,3370,001,3,8,10,,10,5,2,2,1,1,,1,2,0,"Richardson, Debra L",,,,,
