Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
MECH,3120,105,12,3,1,,,,,,,,,,,1,"Hassanipour, Fatemeh","Liu, Yaning",,,,
GEOS,2306,001,,7,,,5,,,2,,,,,2,1,"Shilpakar, Prabin","Mueller, Nicholas J",,,,
SPAN,1312,002,1,3,4,4,3,,,,,,,1,,1,"Gonzalez, Cristina M",,,,,
CE,2336,503,2,7,1,1,3,1,,,1,,,,,1,"Debroy, Vidroha",,,,,
SYSM,6304,001,,13,3,,,,,,,,,,,1,"Minden, Alixandre R",,,,,
ACCT,6332,001,,7,,,5,,,3,,,,,1,1,"Zolton, Kathy","Memon, Sana R",,,,
BCOM,3310,001,,3,7,,2,2,,,1,1,,,,1,"McCrady, Victoria D","Ogunjobi, Olufunke A",,,,
MUSI,2315,002,13,,,,,,,,,,,,3,1,"Wilder, James E",,,,,
ECS,3390,507,4,4,1,2,2,,,2,1,,,,,1,"Scally, Deborah A",,,,,
ATCM,4367,001,,1,8,2,1,1,,,,,,1,2,1,"Christopher, Daedra",,,,,
CE,2305,504,1,4,,2,1,1,3,2,,,,2,,1,"Soncodi, Adrian C",,,,,
MSEN,5310,001,,3,2,5,3,2,,1,,,,,,1,"Hsu, Julia",,,,,
IMS,3V92,091,10,3,,,,,,,,,,,1,1,"Carraher, Shawn M",,,,,
PHIL,4322,501,6,4,,1,1,,,,,1,1,1,1,1,"Amato, Lawrence A",,,,,
JAPN,3311,501,,2,3,2,2,1,,2,1,2,1,,1,1,"Kroska, Nami",,,,,
BMEN,1100,105,2,3,4,2,4,,,,,1,,,1,1,"Myers, Kathleen","Jha, Sauraj",,,,
EEMF,6319,501,,9,7,1,,,,,,,,,,1,"Frensley, William",,,,,
ENTP,4360,001,,,,2,12,,2,,,,,,1,1,"Wright, Robert G",,,,,
ARTS,3372,002,,10,,,7,,,,,,,,,1,"Rushing, Rachel",,,,,
ARTS,2380,001,4,4,4,1,3,,1,,,,,,,1,"Egan, Trey T",,,,,
ARTS,1316,501,,4,,1,12,,,,,,,,,1,"Lacy, Mary E",,,,,
GEOS,1103,101,2,4,2,1,,2,1,1,,,2,,2,1,"Griffin, William R",,,,,
AP,3340,002,,12,,1,,2,,,,,1,,1,1,"Goode, Dianne H",,,,,
ARTS,3368,001,4,10,,2,1,,,,,,,,,1,"Lapthisophon, Stephen M",,,,,
PPPE,6310,501,,1,4,6,5,1,,,,,,,,1,"Fass, Simon",,,,,
GST,3302,001,,3,4,4,1,2,,,,,1,,2,1,"Jakobsson, Pia K",,,,,
ECS,3390,014,2,5,2,,,1,3,4,,,,,,1,"King, Carie S",,,,,
ARTS,1316,006,4,5,4,,1,1,1,1,,,,,1,1,"Booker, Rebecca M",,,,,
FREN,1311,001,,16,,,,,,1,,,,,1,1,"Fettouh, Maha K",,,,,
PSY,4386,001,,4,4,4,3,,1,1,,,,,1,1,"Drew, Linda M",,,,,
ECS,3390,009,,11,2,2,1,1,,1,,,,,,1,"Glauser, Janece B",,,,,
SE,4367,501,2,1,5,,2,3,1,1,,,,1,2,1,"Zhang, Lingming","Benton, Samuel D",,,,
ATCM,4319,001,5,2,3,1,1,1,2,2,,,1,,,1,"Salter, Monika",,,,,
EE,3150,101,,4,2,,2,7,,2,1,,,,,1,"Kiasaleh, Kamran","Apalak, Merve",,,,
OPRE,4320,001,1,2,1,3,5,3,3,,,,,,,1,"Subramoniam, Ramesh","Gaglani, Kajal M",,,,
BIOL,3320,001,4,1,5,2,4,2,,,,,,,,1,"Hajeri, Vinita","Dozier, Preston D",,,,
RHET,1302,026,3,10,3,,,,,,,,,,2,1,"Sengupta, Karl",,,,,
CS,6301,009,,18,,,,,,,,,,,,1,"Thuraisingham, Bhavani","Belavadi, Vibha Chandramouli",,,,
ARTS,1316,005,,5,4,6,1,2,,,,,,,,1,"Mazurek, Michael R",,,,,
HUSL,6330,001,,13,3,1,1,,,,,,,,,1,"Towner, Theresa",,,,,
RHET,1302,022,2,3,3,3,1,4,,1,,,,1,,1,"Wright, Adam M",,,,,
BMEN,1100,103,3,3,3,2,4,,1,1,,,,,1,1,"Hayenga, Heather N","Qin, Zhiyang",,,,
ECS,3390,010,1,4,4,,2,1,2,1,1,1,1,,,1,"King, Carie S",,,,,
ECS,3390,012,,9,3,2,2,2,,,,,,,,1,"Moore, Lindsay E",,,,,
OPRE,6302,GH1,,1,13,2,2,,,,,,,,,1,"Hassanzadeh, Nozar",,,,,
CHEM,2401,003,1,2,1,2,1,2,2,1,,,1,,5,1,"Sra, Amandeep K","Brohlin, Olivia R",,,,
CS,4141,106,8,7,3,,,,,,,,1,,,1,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
ECON,6306,501,,11,4,,4,,,,,,,,,1,"Grover, William C",,,,,
ECON,7309,001,,7,4,3,5,,,,,,,,,1,"Li, Dong","Hou, Aoyu",,,,
BIS,4306,0W1,1,4,5,1,,3,1,,,,,1,3,1,"Simpson, Carrie M",,,,,
MATH,2333,002,3,2,4,1,1,,1,1,4,,,,2,1,"Martynova, Irina",,,,,
MECH,3120,107,10,8,1,,,,,,,,,,,1,"Hassanipour, Fatemeh","LeClear, Sani",,,,
GEOG,3382,501,3,6,4,1,2,1,,1,,,,,1,1,"Vakulenko, Irina","Chen, Meifang",,,,
MIS,6356,002,,11,5,1,2,,,,,,,,,1,"Chatterjee, Sourav","Gupta, Aabhas",,,,
ATCM,3335,001,1,4,4,3,1,2,1,,,,2,,1,1,"Kane, Simon A",,,,,
ACN,6395,001,,13,,,5,,,1,,,,,,1,"Filbey, Francesca M",,,,,
BPS,6360,501,,18,,,1,,,,,,,,,1,"Hicks, Jeffrey N","Ravindran, Manojraj",,,,
MIS,6316,0W1,,7,3,4,3,,1,1,,,,,,1,"Menon, Syam","Bansal, Swati",,,,
CHEM,1112,106,,11,4,2,,,,,,,1,,1,1,"Qin, Yanping","Zhang, Naifu",,,,
ACN,6330,001,,7,5,4,3,,,,,,,,,1,"O'Toole, Alice J",,,,,
BMEN,3315,001,,1,1,2,4,3,2,1,2,,1,,2,1,"Levene, Stephen","Gerami Fard, Negar",,,,
CS,4141,108,18,,1,,,,,,,,,,,1,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
ED,4361,501,5,11,1,1,,1,,,,,,,,1,"Pollock, Laurie L",,,,,
CHEM,2401,002,1,6,1,4,2,1,3,1,,,,,,1,"Pantano, Paul",,,,,
LIT,1301,501,,7,,,6,,,5,,,1,,,1,"Walsh, Dennis P",,,,,
RHET,1302,014,,8,8,,2,1,1,,,,,,,1,"Aljararwa, Rasha",,,,,
MECH,3105,103,4,9,3,,2,,,,1,,,,1,1,"Rios, Oziel","Sadeh, Sepehr",,,,
MKT,4350,001,3,2,2,2,6,2,2,1,,,,,,1,"Biswas, Abhijit","Kumar, Sumeet","Mostafa, Ahmed H","Jameei Osgouei, Ata",,
RHET,1302,008,,3,7,6,,1,1,,1,,,,1,1,"Johnson, Kevin W",,,,,
EERF,6394,001,,5,3,12,,,,,,,,,,1,"Blanchard, Andrew",,,,,
RHET,1302,0H8,4,6,3,2,1,,1,2,,,,,1,1,"Riley, Kristin N",,,,,
OBHR,3310,5E1,1,9,2,1,2,2,,1,,,1,,1,1,"Ritchey, Kemberly A",,,,,
ACCT,6336,001,,8,6,3,2,1,,,,,,,,1,"Mauriello, Joseph A","Braughton, Caleb M",,,,
OPRE,6377,501,,9,5,4,1,1,,,,,,,,1,"Cakanyildirim, Metin","Lee, Chungseung",,,,
OPRE,6301,AW1,,13,3,3,,1,,,,,,,,1,"Kim, Dohyeong",,,,,
EPPS,7370,001,,8,6,5,,,,,,,,,,1,"Brandt, Patrick",,,,,
ACCT,6354,501,,3,3,5,2,5,,1,,,,,,1,"Wilson, William H",,,,,
RHET,1302,003,8,3,,2,2,1,,,,,1,2,2,1,"Johnson, Ryan L",,,,,
HMGT,6330,501,,10,3,6,2,,,,,,,,,1,"Drummond, Jeffery P",,,,,
IMS,6204,555,,10,,,10,,,,,,,,1,1,"Peng, Mike","Liao, Xin",,,,
ITSS,3312,003,3,12,,1,2,,1,1,,,,,1,1,"Varma, Rashmi","Dheram, Geyasruti",,,,
CHEM,3362,001,1,,1,5,2,2,4,4,,1,,,1,1,"Dejong, Jeff L","Candas, Mehmet","McDill, Parker M","Ambagaspitiye Gedara, Sankalya S","Soladogun, Adedamola S",
PSY,3393,003,1,8,5,4,1,,,1,,,,,1,1,"Drew, Linda M","Rakic, Jelena",,,,
CRIM,2313,501,,9,,7,2,1,,1,,,,,1,1,"Maskaly, Jonathan","Han, Sungil",,,,
BIOL,2281,304,2,7,5,4,1,,1,,,,1,,,1,"Hill, Brenna R","Ratevosyan, Richard",,,,
RHET,1302,029,1,7,5,,3,2,,,1,,,,2,1,"Crawford, Rachel",,,,,
RHET,1302,0H7,3,6,4,1,2,3,2,,,,,,,1,"Keeth, Sara L",,,,,
LIT,2321,001,4,8,2,2,3,,,2,,,,,,1,"Prieto, Rene",,,,,
RHET,1302,002,7,5,3,2,2,1,,,,,,,1,1,"Field, Amanda C",,,,,
RHET,1302,012,11,2,2,2,1,,1,,1,,,1,,1,"Shierry, Addison",,,,,
PSY,3393,501,,16,,,3,,,,,,1,,1,1,"Tillman, Gail D","Ray, Nicholas R",,,,
IMS,4320,501,12,2,1,,2,1,,1,,,,,1,1,"Carraher, Shawn M",,,,,
COMM,1311,0W6,3,5,3,3,1,1,1,,,1,,,3,1,"Honea, Emily",,,,,
MECH,4110,105,,3,4,3,5,1,3,,1,1,,1,,1,"Li, Yaoyu","Wu, Zhongyou","Liu, Chang","Li, Changyuan",,
CE,3301,001,,5,2,,2,2,1,5,1,,1,1,2,1,"Helms, Robert","Liang, Jingchen",,,,
ACN,6312,003,,6,6,2,3,1,,4,,,,,,1,"Juhn, Nancy H","O'Connell, Margaret A","Meldrum, Shelia",,,
HCS,6343,001,,9,6,1,3,2,,1,,,,,,1,"Rodriguez, Christa M",,,,,
CS,4397,001,1,4,1,6,4,2,1,,2,,1,,,1,"Bastani, Farokh",,,,,
JAPN,2311,001,2,5,4,1,2,1,1,3,2,,1,,,1,"Kroska, Nami",,,,,
PSY,3393,502,2,5,4,,2,,4,4,,,,,1,1,"Golden, Richard","Stouffer, Kari K",,,,
BIOL,2281,312,3,5,7,1,1,3,,1,,,,,1,1,"Mehta, Iti","Buyukkahraman, Gozde",,,,
BIOL,3380,307,,2,1,5,6,4,1,2,1,,,,,1,"Rippel, Scott A","Groover, Isaac A",,,,
BIOL,3380,308,3,1,5,2,3,1,5,1,,1,,,,1,"Pickett, Elizabeth A","Tiruchendurai Suryan, Saai Anugraha",,,,
MECH,7100,001,,,,,,,,,,,,,,1,"Rotea, Mario A",,,,,
EPPS,6324,001,,17,2,1,,,,,,,,,,1,"Clarke, Harold D",,,,,
STAT,5351,001,,16,2,3,1,,,,,,,,,1,"Chen, Min","Bu, Yashi",,,,
CHEM,3472,003,2,9,4,3,,2,,1,1,1,,,,1,"Qin, Yanping","Castro, Fabian","Li, Siqing","Zhou, Qinhan","Morakabi, Katayoun",
HUMA,1301,HN1,,16,2,2,1,2,,,,,,,,1,"Barnes, Ashley",,,,,
FIN,4331,001,4,5,9,,1,4,,,,,,,,1,"Richardson, Debra L",,,,,
CHEM,3472,001,1,2,2,2,2,3,4,3,1,,2,,1,1,"Goux, Warren J","Zhou, Qinhan","Castro, Fabian","Morakabi, Katayoun","Li, Siqing",
COMM,1311,5W8,2,4,5,2,3,4,1,,,,,,2,1,"Baynham, Karen M",,,,,
EPPS,6313,501,,10,3,7,,3,,,,,,,,1,"Gorina, Evgenia","Rabbi, Md. Fazle",,,,
BPS,4305,003,,6,3,6,3,2,1,,1,,,1,,1,"Balaji, Pavithra",,,,,
EECT,6325,001,,3,9,6,4,1,,,,,,,,1,"Sechen, Carl","Xu, Xiangyu","Hu, Bo",,,
LIT,2331,501,,11,4,1,3,3,1,1,,,,,,1,"Stout, Patricia J",,,,,
ATCM,2345,004,8,2,3,1,3,2,,,1,,1,,3,1,"Fitzgerald, Harold E",,,,,
EPPS,2303,001,,5,3,,3,2,,,3,2,1,,5,1,"Fass, Simon",,,,,
DANC,2321,001,22,,1,,,,,,,,,,1,1,"Owens, Misty",,,,,
GST,2300,001,,6,1,,8,2,3,2,,,1,,1,1,"Smith, Erin",,,,,
PSY,2301,HN1,6,14,2,1,,1,,,,,,,,1,"Gentsch, Joanna K",,,,,
FIN,4300,003,,2,1,5,4,,,4,,3,1,,4,1,"Wei, Kelsey D","Lee, Pil-Seng",,,,
FIN,6350,501,,6,1,5,6,2,2,2,,,,,,1,"Baranchuk, Nina",,,,,
EE,3102,103,,22,,,1,,,1,,,,,,1,"Hu, Yang","Wang, Jianda","Wei, Haoran","Bo, Yu",,
UNIV,1100,003,6,8,4,,1,1,,,2,,,,3,1,"Welgehausen, Eric C",,,,,
PA,6313,501,,24,1,,,,,,,,,,,1,"Benavides, Teodoro J",,,,,
ACCT,6331,SS1,,8,8,6,2,1,,,,,,,,1,"Natarajan, Ramachandran","He, Jiapeng",,,,
ACCT,3200,004,4,8,2,4,3,2,1,,1,,,,,1,"Bruce, Elizabeth J",,,,,
GOVT,2305,HN1,,19,3,3,,,,,,,,,,1,"Brunell, Thomas",,,,,
MATH,6315,501,,3,6,6,2,4,2,1,,,,,1,1,"Hooshyar, Mohammad",,,,,
ARHM,3342,001,1,3,3,2,3,1,6,1,1,1,1,1,2,1,"Cohen, Milton",,,,,
COMM,1311,0W5,9,9,3,2,1,1,,,,,,1,,1,"Honea, Emily",,,,,
ACN,6341,0W1,,23,1,,,1,1,,,,,,,1,"Orrick, Erika D",,,,,
EE,3320,001,4,2,1,3,5,1,3,3,1,,,1,2,1,"Cogan, Diana L","Zhang, Yunjie",,,,
NATS,3341,002,7,9,4,1,1,3,,,,,,,1,1,"Dingrando, Laurel P","Karakis, Merve",,,,
COMM,1311,012,3,10,4,5,1,,1,1,,,,,1,1,"Templeton, Allison A","Tanner, Lari J",,,,
BA,4V00,001,5,2,9,1,3,4,,,1,,,,1,1,"Rader, Susan H",,,,,
MECH,6374,001,,4,9,3,7,3,,,,,,,,1,"Qin, Zhenpeng",,,,,
BIOL,3102,003,2,5,2,4,4,2,2,2,2,1,,,,1,"Burr, John G",,,,,
HMGT,3301,004,,3,12,4,2,3,,1,1,,,,,1,"Berrett, Britt R","Earle, Doric E","Kong, Siliang",,,
HLTH,4380,0W2,2,3,,5,2,,4,1,3,,1,3,2,1,"Isham, Stephanie",,,,,
HLTH,4380,0W1,2,5,4,2,2,3,3,,2,,1,,2,1,"Isham, Stephanie",,,,,
ARHM,3342,002,,1,4,4,5,5,1,1,3,,,,3,1,"Wickberg, Daniel",,,,,
COMM,1311,002,1,1,5,2,7,4,2,2,2,,,,1,1,"Baker, Barbara L",,,,,
COMM,1311,503,15,7,1,2,2,,,,,,,,,1,"Skiles, Bradley W",,,,,
MKT,4330,0W2,4,4,3,1,5,3,1,2,1,,,1,2,1,"Edsel, Alexander D","Brannon, Gina S",,,,
COMM,1311,006,7,11,5,1,2,,,1,,,,,,1,"Totusek, Patricia F",,,,,
COMM,1311,018,8,6,4,2,2,1,1,,3,,,,,1,"Moss, Daniel J",,,,,
HIST,3327,001,7,4,4,4,6,1,,,,,1,,,1,"Gossin, Pamela",,,,,
COMM,1311,504,5,6,7,2,3,2,,,2,,,,,1,"Juarez, Veronica",,,,,
CHEM,1112,107,2,12,7,,2,,,1,1,,,,2,1,"Hashami, Zohreh","Ball, Darby J",,,,
EE,4304,501,1,2,,4,3,4,,4,6,,1,,2,1,"Ikram, Muhammad Z","Shahshahani, Masoud",,,,
BIOL,3456,301,3,6,2,4,3,3,,1,1,,2,1,1,1,"Yu, Wen H","Li, Yibo","Venkitapathi, Sundharamani",,,
PHYS,2125,106,,17,3,1,,3,,,,,,,3,1,"Sun, Kuei","Dhale, Nikhil",,,,
MECH,6300,001,,3,4,8,3,6,1,1,,,,,1,1,"Yurkovich, Stephen","Bing, Mallory A",,,,
BUAN,6337,0W1,,4,6,9,6,1,,1,,,,,,1,"Subramanian, Upender","Bhave, Ashutosh C",,,,
COMM,1311,001,,5,5,4,5,2,2,1,,,,,3,1,"Baker, Barbara L",,,,,
COMM,1311,017,12,6,3,2,1,,,1,,,,,2,1,"Moss, Daniel J",,,,,
ATCM,1100,005,10,6,3,4,2,,1,1,,,,,,1,"Scott, Andrew F",,,,,
ATCM,4317,001,8,19,,,,,,,,,,,,1,"Salter, Monika",,,,,
HIST,3301,501,,3,7,7,8,,,,,,,,2,1,"Wilson, Michael",,,,,
ECON,3330,501,,9,7,6,1,3,,,,,1,,,1,"Earle, Doric E",,,,,
ARAB,1311,001,14,11,,3,,,,,,,,,,1,"Anjum, Zafar",,,,,
ATCM,3305,003,,,2,1,6,4,1,1,9,2,,1,1,1,"McComber, Sean",,,,,
BLAW,2301,HO2,,8,4,5,1,1,3,1,2,,1,,2,1,"Polze, Matthew M","Sarman, Patrick R",,,,
CHEM,1111,101,3,10,3,3,3,1,2,,,,1,1,1,1,"Zhang, Naifu",,,,,
CHEM,1111,132,3,12,2,3,1,,,1,3,1,,,2,1,"Qin, Yanping","Graham, Robert L",,,,
PHYS,2125,115,3,24,,,,,1,,,,,,,1,"Sun, Kuei","Mahmud, Mohammad M",,,,
ATCM,3367,501,5,9,8,,1,1,1,,,,,,3,1,"Billingslea, Steven L",,,,,
CHEM,1111,603,1,10,3,2,3,2,,4,1,,,,2,1,"Abeykoon, Nimali C","Tian, Yafen",,,,
CHEM,2123,101,23,4,1,,,,,,,,,,,1,"Wijenayake, Sumudu N","Hernandez, Jayoh A",,,,
PHYS,2125,118,16,7,2,,1,,,,,,,1,1,1,"Sun, Kuei","Mishra, Aditya K",,,,
ATCM,3301,004,,6,8,6,3,1,2,,2,,,,,1,"Rheams, David C",,,,,
OB,6332,0W1,,26,,1,1,,,,,,,,,1,"Ziegler, Laurie","Lu, Xi",,,,
CHEM,1112,105,2,12,2,4,1,,1,4,1,,1,,,1,"Qin, Yanping","Malekpour, Soheil",,,,
PHYS,2125,104,2,18,1,3,1,1,1,,,,1,,,1,"Sun, Kuei","Zheng, Peng Peng",,,,
PHYS,2125,109,6,19,1,,2,,,,,,,,,1,"Sun, Kuei","Khashami, Fatemeh",,,,
PHYS,2126,126,4,14,6,2,,,1,,,,,,1,1,"Sun, Kuei","Bukowski, Aaron",,,,
HIST,4376,001,2,13,4,3,3,1,,,1,,,1,,1,"Admiral, Rosemary",,,,,
CHEM,1111,119,1,5,9,3,3,2,,1,,,2,,2,1,"Abeykoon, Nimali C","Tian, Yafen",,,,
CHEM,2123,108,16,9,2,,,,,,,,1,,,1,"Shah, Shailesh N","Siddiki, A K M Nur Alam",,,,
CS,6360,006,,11,10,3,2,2,,,,,,,,1,"Kantarcioglu, Murat",,,,,
CHEM,1111,109,11,12,1,,,,,1,,,,,3,1,"Abeykoon, Nimali C","Faisal, Tahmid",,,,
ATCM,3321,001,,18,6,1,2,,,,,,,,,1,"Banner, Olivia P",,,,,
ATCM,2301,004,,8,7,2,3,3,1,1,,,,,3,1,"Christopher, Daedra","Alzate, Catalina",,,,
ARHM,3342,501,3,8,5,3,1,2,,1,2,,,4,,1,"Hill, Kimberly D",,,,,
CE,3310,001,2,8,,7,4,,5,2,1,,,,,1,"Lee, Jeong-Bong","Chen, Ziyu",,,,
MKT,3330,002,10,6,6,3,3,,1,,,,,,,1,"Gafford, Jerome M",,,,,
CHEM,1111,104,23,3,,1,,,,1,,,,,1,1,"Qin, Yanping","Ahrari, Samira",,,,
CHEM,1111,108,11,13,1,,1,1,,,,,,,2,1,"Sra, Amandeep K","Mills, Kira R",,,,
CHEM,1111,116,10,14,2,1,1,,,1,,,,,,1,"Qin, Yanping","Malekpour, Soheil",,,,
CHEM,1111,118,14,11,2,1,,,,1,,,,,,1,"Abeykoon, Nimali C","Abeyrathna, Nisansala S",,,,
CHEM,1111,134,8,14,4,2,1,,,,,,,,,1,"Hashami, Zohreh","Franciskovich, Matthew R",,,,
PHYS,2125,107,11,12,4,2,,,,,,,,,,1,"Sun, Kuei","Zhou, Xiaohe",,,,
PHYS,2125,116,9,16,3,,,,,,,1,,,,1,"Sun, Kuei","Felix, Sharon",,,,
PHYS,2125,123,10,15,2,,,,1,,1,,,,,1,"Sun, Kuei","Zheng, Yangzi",,,,
PHYS,2126,601,8,19,1,,,,,,,,,,1,1,"Sun, Kuei","Parajuli, Santosh",,,,
ATCM,2345,003,10,11,1,1,3,1,,,,,,,2,1,"Fitzgerald, Harold E",,,,,
ATCM,3338,001,3,4,5,5,2,5,2,,1,1,,,1,1,"Camacho, Christopher J",,,,,
ATCM,3366,001,2,16,4,,1,1,3,1,,,,,1,1,"Wu, Hong An",,,,,
ISIS,4304,001,,10,4,4,4,2,1,2,1,,,,1,1,"Werhnyak, Larissa",,,,,
BIOL,3162,005,4,2,1,6,3,1,4,3,2,1,1,1,,1,"Dejong, Jeff L",,,,,
CHEM,1111,130,5,15,5,2,,,1,,,,1,,,1,"Dissanayake, Dushanthi S","Perera, Alahendra Arachchige Sachini .",,,,
CHEM,1111,610,2,10,4,2,3,2,1,,,1,,1,3,1,"Abeykoon, Nimali C","Franciskovich, Matthew R",,,,
CHEM,2123,110,11,12,3,2,1,,,,,,,,,1,"Panapitiya, Nimanka P","Tajik Asl, Masoumeh",,,,
MATH,2413,022,,3,1,3,3,1,1,6,7,,1,1,2,1,"Fu, Kaibin",,,,,
MUSI,2322,002,14,7,,2,2,,1,1,,,,,2,1,"Bennett, Rodger",,,,,
CRIM,3301,001,,6,,7,9,,1,1,,3,2,,,1,"Maskaly, Jonathan","Han, Sungil",,,,
ITSS,4351,001,7,1,2,1,3,7,1,3,2,,,2,,1,"Bradbury, Judd D","Sharma, Aman",,,,
CHEM,1111,106,15,10,,1,1,1,1,,,,,,,1,"Hashami, Zohreh","Faisal, Tahmid",,,,
CHEM,2123,120,8,12,7,1,,,,,,,,,1,1,"Panapitiya, Nimanka P","Tajik Asl, Masoumeh",,,,
MATH,2413,027,,3,,4,3,3,3,,1,2,4,,6,1,"Alvarado, Iris",,,,,
PHYS,2126,119,8,11,7,,2,,,,,1,,,,1,"Sun, Kuei","Maisberger, Matthew C",,,,
BUAN,6341,501,,6,6,7,5,4,,1,,,,,,1,"Sabir, Muhammad F","Srivastava, Smriti",,,,
BCOM,3200,5E1,,19,,1,4,,1,3,,,1,,,1,"Newcomb, Rebecca G",,,,,
BUAN,6312,002,,14,5,4,6,,,,,,,,,1,"Zentner, Alejandro","Rupp, Anin D",,,,
ATCM,2301,001,,23,,3,1,,1,,,,,,1,1,"Stewart, Michael C","Alzate, Catalina",,,,
ATCM,2302,001,5,13,2,5,2,,1,,,,,,1,1,"Minnish, Roxanne W","Brtis, Chelsea L","Nazir, Cassini",,,
ATCM,3367,001,1,1,8,4,5,1,2,4,,1,1,,1,1,"Chandler, Adam W",,,,,
CHEM,1111,110,5,20,3,,,,,,,,,,1,1,"Huang, Yu","Villones, Rhiza Lyne",,,,
CHEM,1111,122,,21,5,2,,1,,,,,,,,1,"Qin, Yanping","Bhadran, Abhi",,,,
CHEM,1111,124,5,10,6,4,1,2,,,,,,,1,1,"Dissanayake, Dushanthi S","Perera, Alahendra Arachchige Sachini .",,,,
CHEM,1111,131,9,11,2,2,2,1,,,1,,,1,,1,"Abeykoon, Nimali C","Ball, Darby J",,,,
CHEM,1111,138,3,10,8,4,2,,,,,,,1,1,1,"Hashami, Zohreh","Franciskovich, Matthew R",,,,
CHEM,2127,HN1,18,10,1,,,,,,,,,,,1,"Thompson, Christina M",,,,,
CHEM,2327,HN1,1,12,7,2,2,1,3,,1,,,,,1,"Biewer, Michael C",,,,,
PHYS,2125,110,14,14,,,1,,,,,,,,,1,"Sun, Kuei","Zheng, Yangzi",,,,
PHYS,2126,101,6,18,2,1,1,1,,,,,,,,1,"Sun, Kuei","Kramer, Aaron A",,,,
PHYS,2126,105,3,11,8,5,,1,,,,,,,1,1,"Sun, Kuei","Kakani, Vivek M",,,,
ACCT,6353,001,,10,14,5,,,,,,,,,1,1,"Solcher, Steven J","Keogh, Reagan D",,,,
ATCM,2335,501,1,7,,5,3,7,3,1,,,,,3,1,"Chiu, Yu-Kwong",,,,,
CS,1337,502,6,2,4,2,,1,2,2,3,1,,,7,1,"Perkins, Stephen J",,,,,
BIOL,3102,002,3,12,2,2,4,1,1,2,,,2,1,,1,"Srikanth, Uma",,,,,
MATH,1326,005,10,3,1,2,2,1,,3,,,1,,7,1,"Mussa, Derege",,,,,
MIS,6337,001,,10,8,5,4,3,,,,,,,,1,"Mauriello, Joseph A","Braughton, Caleb M",,,,
ATCM,4385,001,,4,7,7,8,3,,,,1,1,,,1,"Drogos, Kristin L",,,,,
BIOL,3455,307,1,4,6,1,1,1,2,3,4,1,,4,3,1,"Maitra, Meenakshi","Ramirez, Ruben D",,,,
OPRE,6302,503,,14,9,3,4,,,,,,,,1,1,"ye, Shengqi","Manchiraju, Chandrasekhar Seetharama",,,,
FIN,6310,501,,6,8,8,4,5,,,,,,,,1,"Xu, Yexiao","Kim, Sang Hyun",,,,
CS,3377,001,3,12,1,,4,3,,2,1,,2,,3,1,"Simmons, Christopher S","Ayhan, Sadi",,,,
MATH,1326,001,4,4,6,2,3,1,1,2,3,,1,2,2,1,"Ding, Hui",,,,,
BCOM,3310,009,3,7,4,4,1,3,3,4,,,2,,1,1,"Lookadoo, Kathryn","Tanabe, Takuma",,,,
OB,6248,CW1,,32,,,,,,,,,,,,1,"Hicks, Robert",,,,,
OB,6350,CW1,,23,5,1,,2,,1,,,,,,1,"Hicks, Robert",,,,,
HLTH,1322,0W3,,8,11,5,5,1,,1,1,,,,,1,"McBride, Rachael L",,,,,
IMS,3310,0E1,,8,5,2,8,2,2,3,,,1,,1,1,"Henderson, Tom","Kathpalia, Ashutosh",,,,
CS,3345,502,6,13,5,4,2,1,1,1,,,,,,1,"Khan, Ziaullah","Li, Fang",,,,
ACCT,6330,501,,13,,6,5,4,,5,,,,,,1,"Pang, Wenjin","Farooqi, Shan A",,,,
CS,1337,504,6,5,4,4,2,5,,2,2,,1,,2,1,"Perkins, Stephen J",,,,,
EPCS,2100,001,,12,3,5,8,,1,2,,,2,,,1,"Bennett, Terrell R",,,,,
OPRE,6362,0W1,,12,8,6,5,2,,,,,,,,1,"Alborz, Shawn",,,,,
GEOG,2303,001,10,8,4,2,,3,1,2,1,1,1,,1,1,"Vakulenko, Irina","Chen, Meifang",,,,
BIOL,4350,501,1,3,6,4,6,4,1,2,1,1,1,1,3,1,"Ramirez, Ruben D",,,,,
BCOM,3310,004,2,6,9,5,3,3,5,,,1,,,,1,"Walton, Michaella",,,,,
BCOM,3310,006,3,17,7,2,4,1,,,,,,,,1,"Smallwood, Margaret G","Babayemi, Opeyimika O",,,,
BCOM,3310,504,2,7,8,7,4,2,1,1,,,1,,1,1,"Lookadoo, Kathryn","Tanabe, Takuma",,,,
CS,1200,003,7,15,7,4,1,,,,,,,,1,1,"Christiansen, Michael G",,,,,
CS,1200,016,,23,5,1,4,1,1,,,,,,,1,"Smith, Klyne",,,,,
NATS,1101,021,22,10,,1,,,,1,,,,,1,1,"Goeckner, Matthew",,,,,
CS,1200,008,2,8,9,10,2,1,2,,,,,1,,1,"Chin, Wei-Pang",,,,,
MECH,4320,001,,5,9,2,4,5,1,2,5,,2,,,1,"Leonardi, Stefano","Ciri, Umberto",,,,
NATS,1101,013,6,29,,,,,,,,,,,,1,"Xuan, Zhenyu",,,,,
