Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
MIS,6309,002,,9,10,8,4,1,1,,,,,,,0,,,,,"Islam, Naser","Velugati, Jayanth Reddy",,,,
OB,6248,CW1,,29,,,4,,,,,,,,,0,,,,,"Hicks, Robert",,,,,
BIOL,4385,001,1,25,,1,4,1,,1,,,,,,0,,,,,"Murchison, David F",,,,,
CS,3305,HON,1,5,7,9,6,4,,1,,,,,,0,,,,,"Prakash, Ravi",,,,,
CS,6301,505,,16,17,,,,,,,,,,,0,,,,,"Culver, Timothy L","Tran, Trung Hieu","Munia, Munawara Saiyara",,,
BIOL,4461,001,1,7,,2,9,1,3,4,,,3,,3,0,,,,,"Winkler, Duane D",,,,,
BUAN,6356,001,,12,13,6,2,,,,,,,,,0,,,,,"Ge, Ling","Panthagani, Phanindra",,,,
MKT,3340,001,,8,2,6,9,2,2,2,,,1,,1,0,,,,,"Rajaratnam, Daniel",,,,,
ATCM,2302,005,4,18,4,1,2,3,,,,,,1,,0,,,,,"Minnish, Roxanne W","Brtis, Chelsea L",,,,
PSCI,4360,001,,21,7,1,2,,1,,,,,,1,0,,,,,"Cavallo De Oliveira, Paulo Marcio",,,,,
BIS,3190,0H1,7,10,,8,2,2,,2,,,,,2,0,,,,,"Edwards, Christopher W","Robinson, Katie L",,,,
FIN,3365,001,3,4,3,7,7,4,,4,1,,,,,0,,,,,"DeCourcy, George A",,,,,
HLTH,3310,002,3,9,6,3,5,2,2,,,1,1,,1,0,,,,,"Duquaine-Watson, Jill M",,,,,
MECO,6303,002,,12,3,9,4,5,,,,,,,,0,,,,,"Lewin, Peter","Ogunjobi, Olufunke A",,,,
BIOL,5410,001,,8,11,2,8,3,,,,,,,,1,,,,1,"De Nisco, Nicole J","Kim, Jung-Whan","Gerold, Haleigh",,,
FIN,4300,001,,4,7,6,9,5,,,,,,,,3,,,,,"Khanapure, Revansiddha B","Hong, Yuan",,,,
ACCT,6384,501,,28,,,1,,,1,,,,,1,2,,1,,,"Kromer, Jeffrey",,,,,
MATH,1306,001,8,2,2,3,6,4,2,1,2,1,,1,,2,,,,,"Sutton, Julie",,,,,
BCOM,4350,011,7,18,5,1,1,,,,,,,,,2,,,,,"Jacocks, Cara W",,,,,
CS,4348,004,2,6,6,8,1,3,2,1,1,,1,1,,2,,,,,"Mittal, Neeraj","Dhoked, Sahil",,,,
MATH,2414,016,1,1,,5,1,4,4,3,4,2,,,7,2,,,,,"Anderson, Bill",,,,,
EERF,6355,001,,11,6,3,8,4,,,,,,,,0,,,,,"Saad, Ricardo E","Li, Sen",,,,
PA,3379,001,11,10,5,1,3,1,,,,1,,,1,1,,,,,"Arguelles, Ariel",,,,,
ACCT,6388,0W1,,24,3,1,2,1,,1,,,,,1,1,,,,,"Goodrich, Mary Beth W",,,,,
HMGT,6321,501,,14,8,4,1,2,2,1,,,,,1,0,,1,,,"Ramanathan, Kannan",,,,,
ACCT,6353,501,,10,4,7,2,4,1,4,,,,,1,1,,,,,"Gamino, John P",,,,,
MATH,2413,009,1,2,1,1,2,5,1,4,6,1,3,,6,1,,,,,"Ding, Hui",,,,,
OBHR,3310,005,2,3,4,6,8,5,2,2,1,,,,1,0,,,,,"Jun, Sora","Kim, Kyun",,,,
LIT,2320,001,7,16,3,1,1,2,,1,,,,,3,0,,,,,"Brewer, Kenneth L",,,,,
MIS,6346,004,,33,1,,,,,,,,,,,0,,,,,"Elkhodari, Gasan","Guha, Priyanka",,,,
CS,3340,HN1,6,10,9,4,3,,,,1,,,,1,0,,,,,"Page, Ivor",,,,,
MATH,2414,013,3,5,5,5,2,4,3,1,2,,2,,2,0,,,,,"Alvarado, Iris",,,,,
ACCT,3341,002,2,6,7,6,3,5,1,1,2,,,1,,0,,,,,"Sadka, Gil","Fan, Zhongwen","Chu, Yu Fang",,,
CS,4347,003,13,9,5,4,2,1,,,,,,,,0,,,,,"Becker, Eric W","Dong, Hailiang","Gu, Shuyang",,,
HLTH,4305,001,4,2,3,6,4,2,4,2,1,,,3,3,0,,,,,"Stark, Azadeh T",,,,,
LIT,1301,003,1,5,15,5,4,,,,,,,,4,0,,,,,"Hatfield, Charles D",,,,,
PSY,3324,001,4,5,8,2,9,1,3,,1,1,,,,0,,,,,"Prager, Karen",,,,,
BUAN,6320,001,,10,6,7,5,5,1,,,,,,,0,,,,,"Narayan, Ravishankar L","Banda, Sanjana",,,,
ACCT,6320,SS1,,10,11,2,3,,1,,,,,,,8,,,,,"Scott, James A","Gungor, Ahmet B",,,,
MIS,6309,0W1,,9,6,5,,6,1,2,,,,,,2,,,,,"Bradbury, Judd D","Kulkarni, Aniket S","Muntha, Sainath",,,
HLTH,1301,0W1,,8,5,2,8,2,,3,2,,,,,5,,,,,"Baetge, Claire",,,,,
MATH,2417,002,1,2,2,2,1,5,2,4,3,,1,,7,5,,,,,"Ahsan, Mohammad K",,,,,
IMS,6204,551,,8,5,8,9,2,,1,,,,,,2,,,,,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,
ENTP,3301,003,,8,,,18,,,4,,,1,,2,2,,,,,"Guengerich, Steven","Kresevic Minaya, Boris B",,,,
STAT,3360,001,3,10,4,3,4,2,2,3,,,,1,1,2,,,,,"Koshevnik, Yuly","Chen, Ying","Cao, Cong",,,
FIN,3360,002,,5,5,2,7,9,1,4,,,1,,,1,,,,,"Park, Haemin","Wang, Jiyu",,,,
MKT,6301,002,,8,7,8,9,2,,,,,,,,1,,,,,"Jain, Sanjay","Subramanian, Thyagarajan",,,,
EE,1202,001,9,8,1,1,7,4,1,1,1,,,,1,1,,,,,"Cogan, Diana L",,,,,
CS,1335,003,4,3,7,2,4,2,,,4,2,,2,4,1,,,,,"Veerasamy, Jeyakesavan",,,,,
BUAN,6312,0W1,,6,3,13,4,3,3,1,,,,,1,1,,,,,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa",,,,
CS,1324,002,4,2,5,2,4,5,2,2,1,1,1,,5,0,,1,,,"Paulk, Mark C",,,,,
ENTP,3301,501,,4,8,4,10,4,3,1,,,,,,0,,1,,,"Choi, Emily","Wang, Jiyu",,,,
MKT,4370,001,6,10,8,2,2,3,1,1,1,,,,,0,,1,,,"Egeland, Rita E",,,,,
CS,3345,007,4,3,6,6,6,4,3,1,,,1,,,1,,,,,"Ozbirn, Greg A",,,,,
BIOL,3162,006,2,4,1,5,7,4,2,4,2,,2,,2,0,,,,,"Reitzer, Lawrence",,,,,
HMGT,6330,0W1,,6,8,6,9,6,,,,,,,,0,,,,,"Drummond, Jeffery P",,,,,
PSY,3322,001,,20,,,11,,,3,,,1,,,0,,,,,"Small, Trillion N",,,,,
ECON,3337,001,2,16,4,4,6,,,1,,,2,,,0,,,,,"McElroy, Susan","Nguyen, Hien T","Zhang, Licheng",,,
CS,6301,005,,35,,,,,,,,,,,,0,,,,,"Thuraisingham, Bhavani","Bahojb Imani, Maryam",,,,
BUAN,6341,0W1,,14,17,2,1,,,1,,,,,,0,,,,,"Sohaee, Nassim","Prasad, Pooja",,,,
CS,3340,003,,9,3,5,7,3,3,5,,,,,,0,,,,,"Nguyen, Nhut",,,,,
HIST,4344,501,10,8,8,4,3,1,,1,,,,,,0,,,,,"Pfister, Debra H",,,,,
EECT,6326,001,,5,9,9,11,1,,,,,,,,0,,,,,"Lee, Hoi","Cheng, Qi",,,,
BUAN,6341,005,,10,5,6,9,5,,,,,,,,0,,,,,"Zhang, Yingjie","Zhao, Jinglin",,,,
COMD,7336,001,,33,1,1,,,,,,,,,,0,,,,,"Rollins, Pamela R",,,,,
AMS,2341,002,1,6,9,5,8,4,,1,,,,1,,0,,,,,"Naqvi, Syed K",,,,,
ECON,4336,001,,7,4,1,5,7,2,3,2,,3,,1,0,,,,,"Dumas, Lloyd","Cooper, Glen",,,,
PHYS,4392,001,6,13,,4,9,,,,,,1,,2,0,,,,,"King, Lindsay J","Fong, Matthew",,,,
ACCT,3331,002,,4,5,1,4,,8,6,2,1,,1,3,0,,,,,"Zhou, Yibin","Tatiparti, Venu Madhav",,,,
MECH,1208,301,,,,,,,,,,,,,,0,,,,,"Fadda, Dani Z","Mueller, Matthew W","Hatamleh, Mohammad I","Bay, Joel T",,
BIOL,3161,003,3,6,3,2,,3,,4,5,2,,3,1,4,,,,,"Spiro, Stephen",,,,,
EE,2310,501,15,2,2,2,2,2,2,,,1,1,1,3,3,,,,,"Dodge, Nathan B",,,,,
CS,4301,001,,15,,,10,,,4,,,2,,2,2,,1,,,"Goodrum, Richard A","Haque, Wasif A",,,,
MKT,4330,0W2,2,3,6,5,6,3,1,1,2,,1,3,,1,,2,,,"Edsel, Alexander D","Gupta, Ashna",,,,
BPS,6310,0W1,,32,2,,,,,,,,,,,2,,,,,"Kaplan, Marilyn R",,,,,
ACCT,3350,501,2,3,9,8,5,3,1,3,,,,,,2,,,,,"Solcher, Steven J","Keogh, Reagan D",,,,
HMGT,6404,AH6,,23,11,1,,,,,,,,,,1,,,,,"Convery, Paul","Kaiser, Robert C",,,,
CE,1202,004,3,5,3,1,3,2,3,3,3,3,1,1,4,0,,1,,,"Cogan, Diana L",,,,,
OPRE,3333,001,9,3,1,2,7,3,1,3,1,,1,,4,1,,,,,"Enayaty Ahangar, Negin","Cha, Junwoo",,,,
BMEN,3380,001,1,15,11,2,2,2,,1,,,,,1,1,,,,,"Winter, Patrick M","Ozdemir, Ipek",,,,
MATH,1314,002,,,3,4,1,4,1,5,2,2,,2,11,1,,,,,"McCary, Brady C",,,,,
PSY,3342,501,6,5,7,3,6,4,3,,1,,,,,1,,,,,"Barfoot, John W","Peskova, Olga",,,,
CS,4349,502,,9,,,11,,,12,,,,,3,0,,1,,,"Goodrum, Richard A","Haque, Wasif A",,,,
MATH,4302,002,1,9,5,2,5,2,6,1,1,1,1,1,,1,,,,,"Dabkowski, Mieczyslaw K","Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,
OPRE,6301,003,,16,7,3,2,2,2,2,,,,,1,1,,,,,"Toptal, Aysegul","Farajbakhsh Mamaghani, Fariba",,,,
BIOL,1318,001,,8,,,10,,,12,,,4,,1,1,,,,,"Maitra, Meenakshi",,,,,
BUAN,6357,001,,32,,2,1,,,,,,,,,1,,,,,"Johnston, Walter L",,,,,
CS,4348,005,,10,,1,2,2,3,5,4,4,2,1,1,1,,,,,"Venkatesan, Subbarayan","Gokhale, Shreyas S",,,,
CS,3162,093,3,15,5,2,2,2,3,2,1,,,,,1,,,,,"Chin, Wei-Pang",,,,,
ACCT,6333,501,,13,,,15,,,8,,,,,,0,,,,,"Zolton, Kathy","Nguyen, Kevin K",,,,
CE,4390,002,3,8,3,2,9,2,2,3,3,1,,,,0,,,,,"Gupta, Neeraj K","Ayhan, Sadi",,,,
MECH,3305,003,13,14,2,2,4,1,,,,,,,,0,,,,,"Tadesse, Yonas T","Karami, Farzad",,,,
EE,3311,002,4,9,2,4,4,1,,3,3,2,3,,1,0,,,,,"Liu, Jin","Xiong, Jiu",,,,
FIN,3370,001,5,6,8,3,3,1,3,2,3,2,,,,0,,,,,"Richardson, Debra L",,,,,
ED,3314,001,7,10,6,,6,2,,3,,,1,,1,0,,,,,"Fagg, Sharon",,,,,
MAS,6V03,MBC,,36,,,,,,,,,,,,0,,,,,"Hazzard, Charles F","Redlinger, Lawrence",,,,
BA,3100,001,3,18,5,3,1,3,1,,,1,,,1,0,,,,,"Smallwood, Margaret G","Wang, Ming",,,,
BPS,4305,001,,4,,4,11,,5,12,,,,,,0,,,,,"Chasteen, Larry H","Bai, Xiaoou",,,,
CS,3162,052,,27,5,2,1,1,,,,,,,,0,,,,,"Smith, Klyne",,,,,
CRIM,4337,501,5,6,6,3,5,1,1,5,1,1,1,,1,0,,,,,"McKay, Brian",,,,,
CS,1337,015,3,3,3,5,2,1,,3,4,,,1,8,4,,,,,"Le, Khiem V",,,,,
ECON,3312,001,2,8,2,,7,2,,3,6,,,,4,2,,,,,"Valcarcel, Victor J","Lupa, Micah P",,,,
MATH,2420,002,1,4,6,5,2,2,4,3,5,,2,,,2,,,,,"Paudel, Ajaya B",,,,,
EPPS,6313,501,,23,,10,1,1,,,,,,,,1,,1,,,"Maskaly, Jonathan","Yim, Haneul",,,,
CS,6375,005,,16,8,9,2,,,,,,,,,1,,1,,,"Natarajan, Sriraam","Li, Changbin",,,,
PSY,3392,501,3,3,2,3,7,7,5,1,1,1,,1,2,1,,,,,"Raman, Rachna","Mehta, Sonya",,,,
EPCS,2100,002,,26,1,1,6,1,,1,,,,,,1,,,,,"Bennett, Terrell R",,,,,
CS,4376,001,3,6,2,4,6,4,3,3,1,3,,,1,0,,1,,,"Paulk, Mark C","Sarwat, Maliha",,,,
OPRE,3310,005,7,15,1,1,6,,,6,,,1,,,0,,,,,"Egan, Terence J",,,,,
MATH,2418,007,10,4,2,3,4,4,1,2,1,1,1,3,1,0,,,,,"Dahal, Rabin",,,,,
BIOL,3162,008,,6,3,4,12,5,2,3,1,,,,1,0,,,,,"Reitzer, Lawrence",,,,,
BUAN,6312,002,,11,10,15,1,,,,,,,,,0,,,,,"Joo, Joonhwi","Zhu, Yifan",,,,
NSC,4351,001,19,10,5,3,,,,,,,,,,0,,,,,"Shareef, Safiullah M",,,,,
ITSS,4343,001,1,2,2,1,8,6,6,7,3,,1,,,0,,,,,"Subramoniam, Ramesh","Musale, Vaibhav Vijay",,,,
CS,6334,001,,23,9,4,1,,,,,,,,,0,,,,,"McMahan, Ryan P","Hu, Xinyu",,,,
BIOL,3162,005,1,6,1,6,10,4,4,1,,2,1,,1,0,,,,,"Candas, Mehmet",,,,,
BMEN,4V95,002,23,6,2,1,,1,1,,2,,,,1,0,,,,,"Porter, Benjamin A",,,,,
CS,4347,004,3,10,7,7,4,1,2,2,1,,,,,0,,,,,"Kumar, Pushpa S","Gour, Riti","Yan, Siwen",,,
ACCT,6334,501,,16,,,14,,,7,,,,,,0,,,,,"Linsteadt, Chris C",,,,,
OPRE,4330,501,23,11,,2,,,1,,,,,,,0,,,,,"Widdifield, David S","Bothra, Shreyansh Arunkumar",,,,
OB,6301,MBP,,35,,,1,,,,,,,,1,0,,,,,"Hasenhuttl, Maria",,,,,
BMEN,3399,001,1,7,7,2,3,6,2,2,2,2,1,1,1,0,,,,,"Varner, Victor","Chakraborty, Somdutta",,,,
COMD,6308,001,,31,,4,2,,,,,,,,,0,,,,,"Van Kleeck, Anne E",,,,,
BIOL,3101,006,,2,4,5,12,1,5,6,2,,,,,0,,,,,"Dejong, Jeff L",,,,,
EERF,6396,001,,,,,,,,,,,,,,0,,,,,"Lehmann, Randall E","Gemsheim, Alex J",,,,
BIOL,3161,006,3,6,,1,3,2,4,3,3,2,1,1,4,5,,,,,"Taylor, Stephanie M",,,,,
PHIL,3324,501,10,6,2,2,5,1,1,5,1,,,,2,3,,,,,"Amato, Lawrence A",,,,,
BIOL,3162,002,1,5,3,6,7,,3,6,1,1,,,3,1,,1,,,"Reitzer, Lawrence",,,,,
FIN,3305,003,,5,1,,9,2,,15,1,,,,3,2,,,,,"Guttery, Randall",,,,,
PSCI,3310,501,,23,8,2,1,1,1,,,,,,,2,,,,,"McCaskill, John R","Rabbi, Md. Fazle",,,,
CS,1337,009,,14,1,2,12,,,4,,,2,,2,1,,,,,"Cole, John",,,,,
MECH,3305,002,2,5,4,9,4,2,2,3,2,,2,,2,1,,,,,"Rios, Oziel","Hatamleh, Mohammad I",,,,
OPRE,6301,006,,12,5,3,8,5,1,2,,,,,1,1,,,,,"Brussolo, Monica E","Qu, Zihao",,,,
MECH,2330,003,2,4,3,2,7,3,4,1,3,1,2,1,4,1,,,,,"Thamban, P.L.Stephan","Garimella, Martand Mayukh",,,,
CS,6360,004,,17,14,3,2,1,,,,,,,,0,,1,,,"Wu, Wei L","Ghosh, Smita",,,,
BIOL,3162,001,,8,6,2,6,3,3,1,2,2,2,,2,1,,,,,"Candas, Mehmet",,,,,
OPRE,6341,001,,21,9,4,2,,,1,,,,,,0,,1,,,"Honhon, Dorothee B","Khandelwal, Kumar Manglam",,,,
HMGT,6403,AH6,,30,2,2,,,,3,,,,,,1,,,,,"Barden, John P","McCracken, John",,,,
MATH,3311,001,4,7,5,3,3,2,3,3,1,,,,6,1,,,,,"Dabkowska, Malgorzata A","Albelo-Cortes, Josean",,,,
BMEN,3350,002,5,1,4,2,9,5,1,4,3,,1,,2,1,,,,,"Brown, Katherine G","Kazemimoghadam, Mahdieh",,,,
OPRE,6369,001,,17,,14,7,,,,,,,,,0,,,,,"Subramoniam, Ramesh","Musale, Vaibhav Vijay",,,,
ENTP,3301,004,,4,6,5,17,5,,1,,,,,,0,,,,,"Wright, Robert G",,,,,
MKT,3300,501,,8,11,6,3,2,3,2,,,2,,1,0,,,,,"Farquharson, Neil",,,,,
ENTP,3301,002,2,6,9,6,10,1,2,2,,,,,,0,,,,,"Choi, Emily","Wang, Jiyu",,,,
CS,6375,002,,30,5,3,,,,,,,,,,0,,,,,"Chida, Anjum","Li, Changbin",,,,
OB,6301,501,,13,2,2,19,1,,1,,,,,,0,,,,,"Richard, Orlando","Eun, Jihyun",,,,
FIN,6301,501,,9,13,11,2,3,,,,,,,,0,,,,,"Nanda, Vikram K",,,,,
EE,4368,002,,14,,,16,,,2,2,,3,,1,0,,,,,"Henderson, Rashaunda M","Fang, Lei","Pu, Shi",,,
MUSI,2127,001,,36,2,,,,,,,,,,,0,,,,,"Palant, Jonathan",,,,,
BCOM,3100,003,9,10,3,7,3,3,2,,,,,,1,0,,,,,"Walton, Michaella",,,,,
BUAN,6398,004,,19,,3,8,,2,6,,,,,,0,,,,,"Alimirzaei, Athena","Mallavarapu, Vijay K",,,,
CE,2310,001,20,4,,1,2,2,,2,,,1,1,5,0,,,,,"Dodge, Nathan B",,,,,
BUAN,6346,004,,37,1,,,,,,,,,,,0,,,,,"Elkhodari, Gasan","Guha, Priyanka",,,,
CS,6347,001,,18,4,9,5,,1,,,,,,1,0,,,,,"Ruozzi, Nicholas R","Shams, Shahab",,,,
BIOL,3162,003,1,7,1,3,7,6,5,2,2,1,1,,2,0,,,,,"Candas, Mehmet",,,,,
MATH,2417,001,2,5,1,,,2,2,2,2,2,1,4,8,8,,,,,"Ahsan, Mohammad K",,,,,
ENGR,2300,501,3,5,6,5,3,3,1,1,2,1,1,,,2,,6,,,"Tan, Chin-Tuan","Marzban, Mohamed F",,,,
OB,6342,CW1,,17,9,5,1,,,,,,,,,3,,4,,,"Norton, Larry",,,,,
EPPS,2302,003,5,3,8,5,2,3,3,,1,,3,,3,3,,,,,"Palao Mendizabal, Agustin","Fass, Simon","Islam, Iftekhairul",,,
ITSS,3311,501,6,2,1,1,3,4,3,1,10,1,,,4,3,,,,,"Srinivasan, Srimathi","Kumar, Jitendra",,,,
HMGT,3311,001,5,6,4,4,9,,3,4,,,2,,,2,,,,,"Barden, John P","Anwer, Jordan J",,,,
BPS,4305,501,15,6,3,1,5,2,3,1,,,1,,,2,,,,,"Carraher, Shawn M",,,,,
PHIL,4324,001,1,13,8,5,3,3,,,,,,,4,1,,,,,"Davies, Katherine",,,,,
SPAU,3343,001,2,11,6,4,3,1,4,1,1,1,2,,2,1,,,,,"Katz, William","Eppes, Anna A",,,,
PSY,4325,001,3,22,,4,8,,,,1,,,,,1,,,,,"Cook, Jill B",,,,,
BCOM,4350,009,7,27,2,1,1,,,,,,,,,1,,,,,"Lawson, Kristen A","Agarwal, Mohit",,,,
AMS,3350,0W1,16,13,4,,2,1,,1,,,,,1,1,,,,,"Winstead, Elizabeth L",,,,,
NSC,4357,001,1,10,4,4,3,4,4,1,3,1,1,1,1,0,,1,,,"Rodriguez, Christa M",,,,,
HLTH,4380,0W1,6,10,2,3,8,2,2,2,,1,,,2,1,,,,,"Isham, Stephanie",,,,,
ACCT,3331,501,1,7,3,6,8,4,4,4,,,1,,,0,,1,,,"Yehuda, Nir","Zhou, Xiaolu",,,,
BUAN,6320,502,,7,8,11,6,5,1,,,,,,,1,,,,,"Scott, James A","Grover, Akshay",,,,
MECH,3305,0W1,3,10,9,7,5,3,1,,,,,,,1,,,,,"Fadda, Dani Z","Karami, Farzad",,,,
ATCM,4384,001,,17,,,16,,,4,,,1,,,1,,,,,"Lester, Paul",,,,,
BIOL,2111,007,5,8,1,2,4,3,3,3,2,2,1,4,,0,,1,,,"Srikanth, Uma",,,,,
BCOM,4350,002,,6,10,8,7,2,2,1,1,,,,1,1,,,,,"Watson, John M","Boudon, Eric",,,,
CS,6313,001,,16,2,8,5,3,4,,,,,,1,0,,,,,"Chen, Min","Roy, Akash",,,,
MECH,3105,102,7,7,5,6,8,3,1,1,,,,,1,0,,,,,"Rios, Oziel","Sadeh, Sepehr",,,,
CS,6360,001,,16,14,4,3,1,,1,,,,,,0,,,,,"Davis, Chris I","Desai, Kevin P",,,,
CS,6324,001,,31,2,2,3,,,1,,,,,,0,,,,,"Valente, Junia d","Benton, Samuel D",,,,
NSC,3361,002,9,6,2,4,3,1,3,3,7,,1,,,0,,,,,"Taylor, Anna M",,,,,
MATH,3311,002,11,6,6,4,2,2,4,,2,1,,1,,0,,,,,"Dabkowska, Malgorzata A","Adabrah, Anani Komla",,,,
BCOM,4350,008,3,23,7,3,2,1,,,,,,,,0,,,,,"Lawson, Kristen A","Agarwal, Mohit",,,,
OBHR,4352,001,7,13,6,4,2,4,1,1,1,,,,,0,,,,,"Ritchey, Kemberly A",,,,,
FIN,3370,002,9,7,5,3,,4,4,2,1,2,1,,1,0,,,,,"Kaplan, Larry S",,,,,
BCOM,4350,006,,6,24,5,1,1,1,1,,,,,,0,,,,,"Moore, Sarah E","Tanabe, Takuma",,,,
BIOL,3162,004,1,2,3,1,11,4,3,4,2,2,3,,3,0,,,,,"Reitzer, Lawrence",,,,,
ATCM,3388,001,,12,7,6,12,1,1,,,,,,,0,,,,,"Lee, Angela M",,,,,
BCOM,4350,004,1,5,17,8,6,1,,1,,,,,,0,,,,,"Moore, Sarah E","Tanabe, Takuma",,,,
OBHR,4352,002,2,11,7,4,8,4,,2,,,,1,,0,,,,,"Ritchey, Kemberly A",,,,,
LIT,3326,001,22,6,6,1,3,1,,,,,,,,0,,,,,"Ingrao, Peter J",,,,,
MECH,3315,002,,6,3,5,4,6,3,4,4,,1,2,1,0,,,,,"Anderson, William C","Wang, Chao",,,,
COMD,7V91,001,,39,,,,,,,,,,,,0,,,,1,"Touchstone, Emily W","Melamed, Tina",,,,
ATCM,2300,208,,,,,,,,,,,,,,0,,,,,"Landers, Sean M",,,,,
MECH,1208,303,,,,,,,,,,,,,,0,,,,,"Rios, Oziel","Bay, Joel T","Hatamleh, Mohammad I","Mueller, Matthew W",,
BIOL,2111,008,2,4,4,2,5,4,5,2,2,1,1,2,2,4,,,,,"Srikanth, Uma",,,,,
PHYS,4311,001,7,5,3,7,3,3,2,2,1,1,,,2,3,,,,,"Lv, Bing",,,,,
CS,2336,003,2,8,5,4,5,1,1,5,1,1,2,,2,3,,,,,"Oladimeji, Ebenezer A",,,,,
MATH,2414,017,1,3,2,5,1,7,9,5,2,,,,2,3,,,,,"Rice, David",,,,,
MIS,6382,501,,11,12,7,3,3,1,1,,,,,,2,,,,,"Mookerjee, Radha","Lokkur, Ashwin P",,,,
BCOM,4350,502,,3,3,6,12,8,,3,3,,,,,2,,,,,"Steadham, Kyle S",,,,,
HIST,2384,001,11,16,5,5,,,,,,,,,2,0,,1,,,"Klimchock, Carolee",,,,,
LIT,3320,001,,5,3,5,6,6,4,1,1,,2,2,4,1,,,,,"Cohen, Milton",,,,,
ENGR,3300,006,1,4,2,8,4,4,4,3,4,3,1,,1,1,,,,,"VanDenberghe, William","Thakur, Sneha",,,,
PSCI,4302,001,1,7,10,4,5,1,1,2,,4,,,4,1,,,,,"D'Orazio, Vito","Kingsolver, Austin W",,,,
ENGR,3300,003,2,10,,2,6,1,,7,2,,8,,1,1,,,,,"Lee, Jung S","Si, Qilin",,,,
ATCM,4384,002,,16,,,10,,,13,,,,,,0,,,,,"Lester, Paul",,,,,
SOC,3303,001,6,6,8,4,3,4,1,1,2,,2,,2,1,,,,,"Lanham, Carol C",,,,,
MECH,6333,501,,16,7,3,7,6,,,,,,,,1,,,,,"Malik, Arif","Yu, Haoliang",,,,
MECH,3105,101,7,10,4,2,4,5,2,3,,,,1,1,1,,,,,"Rios, Oziel","Sadeh, Sepehr",,,,
MECH,3150,102,,11,12,8,4,1,,,3,,,,,1,,,,,"Park, Wooram","Ahsan, Faraz",,,,
BCOM,4350,003,,23,10,2,4,,1,,,,,,,0,,,,,"Smallwood, Margaret G","Wang, Ming",,,,
BUAN,6337,001,,18,8,10,4,,,,,,,,,0,,,,,"Murthi, B P","Kamatham, Sriharsha",,,,
EE,3311,001,2,6,,1,9,2,,7,4,,6,,3,0,,,,,"Lee, Gil S","Ren, Jiajun",,,,
FIN,6301,MBP,,15,8,1,11,2,2,1,,,,,,0,,,,,"Reichert, Carolyn A",,,,,
BCOM,4350,007,,10,11,11,4,1,1,2,,,,,,0,,,,,"Watson, John M","Boudon, Eric",,,,
AMS,3316,0W1,24,7,5,1,1,,,,,,,,2,0,,,,,"Winstead, Elizabeth L",,,,,
OBHR,3310,HON,5,26,4,5,,,,,,,,,,0,,,,,"Hazzard, Charles F","Moneke, Lotanna U",,,,
CS,3162,091,9,18,2,3,2,2,1,1,1,,,,1,0,,,,,"Smith, Klyne",,,,,
LIT,3339,001,2,21,9,3,3,,,,,,,,2,0,,,,,"Brewer, Kenneth L",,,,,
ECON,3315,501,6,8,11,4,4,1,1,3,,1,,,1,0,,,,,"Beron, Kurt","Han, Minyu",,,,
FIN,3100,001,11,16,4,1,2,1,1,1,2,,1,,,0,,,,,"Walton, Michaella",,,,,
BIOL,2112,005,6,3,9,5,5,4,2,3,2,,,,1,0,,,,,"Wilson, Michelle","Yetkin, Celal E",,,,
GEOS,1303,0W2,8,14,6,1,1,2,,2,,,3,,3,0,,,,,"Shilpakar, Prabin","Newman, Jordan W",,,,
ITSS,4340,001,,7,8,5,7,3,6,2,,,1,1,,0,,,,,"Thompson, Luell O","Pearam, Swetha S",,,,
NSC,4356,001,,22,,,11,,,7,,,,,,0,,,,,"Thorn, Catherine A",,,,,
PA,3333,0W1,22,9,4,2,2,,1,,,,,,,0,,,,,"Hoang, Trang T",,,,,
CS,4390,002,1,8,3,3,4,4,4,2,3,1,4,2,1,0,,,,,"Gupta, Neeraj K","Ayhan, Sadi",,,,
ECON,4340,001,5,12,2,2,5,6,,5,2,,,,1,0,,,,,"Andrews, Rodney J","Montenegro Arana, Sebastian",,,,
MECH,3150,101,2,11,9,10,4,,1,,3,,,,,0,,,,,"Park, Wooram","Ahsan, Faraz",,,,
AHST,3322,001,,23,4,2,5,2,3,1,,,,,,0,,,,,"Terranova, Charissa",,,,,
BCOM,4350,005,2,11,12,10,3,,1,,1,,,,,0,,,,,"Moore, Sarah E","Tanabe, Takuma",,,,
ITSS,3100,002,,12,8,8,6,2,1,2,,,1,,,0,,,,,"Sluder, Jeanne",,,,,
EE,4310,501,,16,,3,8,,2,5,,1,2,,3,0,,,,,"Skinner, Neal G","Zhang, Yujie","Qiu, Yuning",,,
BCOM,4350,010,,10,10,10,1,3,3,,,,,,3,0,,,,,"Watson, John M","Boudon, Eric",,,,
ACCT,3100,001,4,22,10,1,3,,,,,,,,,0,,,,,"Moore, Sarah E","Tanabe, Takuma",,,,
MECH,3150,103,2,13,15,7,1,,,,2,,,,,0,,,,,"Park, Wooram","Ahsan, Faraz",,,,
FIN,3100,002,5,32,1,2,,,,,,,,,,0,,,,,"Berardi, Caryn S",,,,,
