Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W
"Byrnes, Kathleen A",,,,,,HLTH,3305,001,,5,7,2,3,6,4,1,1,3,3,1,,,,,,,4
"Isham, Stephanie",,,,,,HLTH,4380,0W1,3,5,6,7,4,5,3,2,1,1,2,,,,,,,,1
"Smith, Erin",,,,,,AMS,2300,HN1,2,8,5,6,2,,,,,,,,,,,,,,1
"Edwards, Christopher W","Henry, Loreen S",,,,,BIS,3190,0W1,22,4,3,,2,,,,,,,,,,,,,,0
"Davis, Renee",,,,,,ED,4351,501,3,7,6,,,,,,,,,,,,,,,,0
"Day, Lora N",,,,,,HLTH,1322,0W2,,5,1,,3,1,3,2,,,1,,1,,1,,,,2
"Sandon, Lona",,,,,,HLTH,3101,0W2,,150,,,4,,,,,,,,1,,,,,,0
"Winstead, Elizabeth L",,,,,,AMS,4385,0W1,16,7,7,2,1,2,,1,1,,1,1,,,,,,,0
"Stark, Azadeh T",,,,,,HLTH,3305,002,2,5,7,5,3,5,1,2,,,,,,,,,,,0
"Ross, Alyssa N",,,,,,ED,4363,501,8,8,1,,3,,,1,,,,,,,,,,,0
"Savard, Ryan R",,,,,,HLTH,4380,001,,8,8,6,8,8,5,5,,1,4,2,2,,,,,,0
"Stark, Azadeh T",,,,,,HLTH,4305,001,2,2,1,4,7,3,3,3,5,,3,3,2,,,,,,1
"Isham, Stephanie",,,,,,HLTH,4380,0W2,2,6,7,9,2,2,1,3,3,,2,,1,,,,,1,1
"McBride, Rachael L",,,,,,HLTH,1322,0W3,,9,7,7,12,5,2,6,2,,2,,1,,,,,,3
"Sandon, Lona",,,,,,HLTH,3101,0W3,,72,,,1,,,,,,,,,,,,,,1
"Haun, Julia T",,,,,,ED,4345,001,7,6,3,,1,2,,,,,,,,,,,,,0
"Huisman, Ingrid",,,,,,ED,4344,502,1,2,7,2,,,1,,,,,,,,,,,,0
"Friedman, Meredith K",,,,,,ED,4343,501,11,,,,,,,,,,,,,,,,,,0
"Salter, Elizabeth",,,,,,ISIS,3309,001,6,6,,1,2,,6,1,,,,,,,,,,,2
"Werhnyak, Larissa",,,,,,AMS,2341,001,,5,6,5,6,4,1,1,,,,,2,,,,,,1
"Fagg, Sharon",,,,,,ED,3314,501,4,10,1,,3,,,,,,,,2,,,,,,1
"Graves, Kyle W",,,,,,ISIS,4303,001,,11,7,3,,,,,1,,,,,,,,,,0
"Rosa, Jonathan",,,,,,ISIS,3335,501,5,7,6,4,3,5,2,2,,,,,,,,,,,0
"Aubrey, Lea E",,,,,,ISIS,4V89,002,7,7,8,4,4,2,2,6,,,,,,,,,,,0
"Choate, Michael J",,,,,,ISIS,4V89,001,,8,,,,,,,1,,1,,2,,,,,,0
"Baetge, Claire",,,,,,HLTH,1301,0W2,,5,3,2,3,2,,,,,,,,,,,,,0
"Harpham, Edward",,,,,,HONS,3199,HN1,,10,1,,,,,,,,,,,,1,,,,0
"Dow, Douglas C",,,,,,HONS,3199,HN2,5,6,4,,,,,,,,,,,,,,,,0
"Prakash, Ravi",,,,,,HONS,3199,HN3,,9,2,1,,1,,1,,,,,,,,,,,1
"LaDow, Eva S",,,,,,HONS,3199,HN4,3,8,,,,,,1,,,,,,,1,,,,0
"Thompson, Christina M","Rippel, Scott A",,,,,HONS,3199,HN5,4,10,,1,,,,,,,,,,,,,,,0
"Kildebeck, Eric J",,,,,,HONS,3199,H10,21,,,,,,,,,,,,,,,,,,0
"Farmer, J Michael",,,,,,HONS,3199,H11,,11,1,,,,,,,,1,,1,,,,,,0
"Thompson, Christina M",,,,,,HONS,3199,HN6,2,12,1,,,,,,,,,,,,,,,,0
"Towner, Theresa",,,,,,HONS,3199,HN8,,15,,,,,,,,,,,,,,,,,0
"Martinez, Manuel L",,,,,,HONS,3199,HN9,1,13,,,,,,,,,,,,,,,,,0
"Wilson, Michael",,,,,,HONS,3199,H12,,12,2,1,1,1,,,,,,,,,,,,,0
"Kaplan, Marilyn R",,,,,,HONS,3199,HN7,11,1,1,,1,,,,,,,,,,,,,,0
"Shi, Xiaoyan","Liu, Xiaoyuan","Kakani, Vivek M",,,,PHYS,1302,001,63,27,30,28,16,14,7,11,5,2,7,4,16,,,,,,6
"Macalevey, Paul J","Solanki, Rahulkumar",,,,,PHYS,2126,101,8,17,2,,,,,,,1,,1,,,,,,,0
"Macalevey, Paul J","Adhya, Purbi",,,,,PHYS,2126,102,3,13,5,5,3,,,,,,,,,,,,,,1
"Macalevey, Paul J","Fernando, Bharana A",,,,,PHYS,2126,103,11,13,1,3,,1,,,,,,,1,,,,,,0
"Khan, Amena",,,,,,PHYS,2303,001,2,1,1,,2,2,2,1,1,,,,3,,,,,,1
"Chen, Lunjin",,,,,,PHYS,2325,001,23,25,18,26,10,10,36,13,10,22,12,,23,,,,,,5
"Lumata, Lloyd",,,,,,PHYS,2325,002,11,69,34,44,44,17,3,3,2,,,,6,,,,,,6
"Glosser, Robert","Fong, Matthew","Proctor, Matthew S",,,,PHYS,2326,001,14,25,,11,15,13,18,8,5,,10,,14,,,,,,12
"Da Silveira Rodrigues, Fabiano","Proctor, Matthew S","Fong, Matthew",,,,PHYS,2326,501,,58,18,19,26,17,22,15,17,15,16,6,19,,,,,,4
"Lv, Bing","Liu, Xiaoyuan",,,,,PHYS,4311,001,6,10,5,7,6,3,,1,2,,1,,3,,,,,1,0
"Malko, Anton V","Cherepanov, Stanislav M",,,,,PHYS,4328,001,2,2,1,3,2,2,,4,,,3,,1,,,,,,0
"Sun, Kuei","Choi, Miyoung",,,,,PHYS,2125,101,5,22,1,1,,,,,,,,,1,,,,,,0
"Sun, Kuei","Zhang, Yichao",,,,,PHYS,2125,102,10,18,,,,,,,,,,,1,,,,,,1
"Sun, Kuei","Rahmanian Koshkaki, Saeed",,,,,PHYS,2125,103,7,21,,,,,,,,,,,,,,,,,2
"Macalevey, Paul J","Yao, Ji",,,,,PHYS,5302,501,,9,6,6,2,1,1,,,,,,,,,,,,0
"Zhang, Fan",,,,,,PHYS,5313,001,,6,5,4,,,,,,,,,,,,,,,0
"Macalevey, Paul J","Wijeratne, Lakitha O",,,,,PHYS,2126,601,1,9,9,2,3,,,1,,,,,1,,,,,,1
"Griffin, William R",,,,,,GEOS,1103,101,1,4,2,2,2,2,1,1,2,1,,,,,,,,,0
"Griffin, William R",,,,,,GEOS,1103,102,1,6,3,1,2,1,,,1,,,,1,,,,,,1
"Shilpakar, Prabin","Lieu, Warren K",,,,,GEOS,1303,001,1,3,3,7,4,4,,4,1,,1,1,6,,,,,,5
"Pujana, Ignacio","Hetti Pathirannehelage, Diluni Ayeshika W","Lee, Jaewook",,,,GEOS,1304,001,,2,,3,2,2,1,,,,,,,,,,,,0
"Manton, William I",,,,,,GEOS,2409,001,,,,4,1,2,,2,,,,,,,,,,,1
"Pujana, Ignacio","Lieu, Warren K","Landreneau, Lauren A",,,,GEOS,3434,001,2,2,6,5,4,1,3,,,,,,,,,,,1,0
"Gavva, Sandhya R","Long, Chao",,,,,CHEM,1111,101,3,9,7,,3,,1,1,,,,,4,,,,,,1
"Gavva, Sandhya R","Long, Chao",,,,,CHEM,1111,102,1,13,4,3,,,1,1,,,1,,4,,,,,,1
"Qin, Yanping","Sturgeon, Grant J","Estrada, Tania G",,,,CHEM,1111,103,5,9,3,1,3,2,,1,1,,,,3,,,,,,2
"Qin, Yanping","Reyes, Luis E",,,,,CHEM,1111,104,12,10,,1,,1,2,2,,,,,,,,,,,1
"Karunathilake, Arosha A","Tajik Asl, Masoumeh",,,,,CHEM,1112,101,5,18,4,1,1,1,,,,,,,,,,,,,0
"Abeykoon, Nimali C","Long, Chao",,,,,CHEM,1112,102,4,18,3,3,,,,,,,,,1,,,,,,0
"Qin, Yanping","Sturgeon, Grant J",,,,,CHEM,1112,103,14,11,2,,,,,1,,,,,2,,,,,,0
"Gavva, Sandhya R","Malekpour, Soheil","Tajik Asl, Masoumeh",,,,CHEM,1112,104,,18,4,3,,1,1,,1,,,,1,,,,,,0
"Abeykoon, Nimali C","Estrada, Tania G",,,,,CHEM,1112,105,3,15,5,1,1,,,,,1,,1,2,,,,,,1
"Qin, Yanping",,,,,,CHEM,1112,106,4,16,3,3,,1,,,,,,,2,,,,,,1
"Gavva, Sandhya R","Malekpour, Soheil","Tajik Asl, Masoumeh",,,,CHEM,1112,107,5,18,3,1,2,,1,,,,,,,,,,,,0
"Qin, Yanping",,,,,,CHEM,1112,108,12,12,2,1,,,,1,,,,,,,,,,,1
"Huang, Yu","Li, Siqing",,,,,CHEM,1112,116,,15,8,3,1,1,1,,,,,,1,,,,,,0
"Qin, Yanping","Youn, Jonghae",,,,,CHEM,1112,117,11,7,3,2,1,,,,,1,,1,,,,,,,1
"Sra, Amandeep K","Panangala, Samitha D",,,,,CHEM,1311,001,23,24,18,17,21,24,12,27,19,13,5,9,35,,,,,,13
"Taylor, Stephanie M",,,,,,CHEM,1312,001,3,30,25,15,23,19,19,12,14,8,8,8,26,,,,,,7
"Gavva, Sandhya R",,,,,,CHEM,1312,002,1,11,7,5,6,13,10,8,13,5,7,4,26,,,,,2,8
"Abeykoon, Nimali C",,,,,,CHEM,1112,118,,16,7,1,3,,,1,,,,,,,,,,,2
"Karunathilake, Arosha A","Li, Siqing",,,,,CHEM,1112,119,,5,5,5,5,1,1,,,1,1,1,,,,,,,2
"Abeykoon, Nimali C","Ball, Darby J",,,,,CHEM,1112,109,,5,6,11,3,1,1,,,,1,,1,,,,,,1
"Shah, Shailesh N","Wang, Hanghang",,,,,CHEM,2123,101,17,10,2,,,,,,,,,,,,,,,,0
"Shah, Shailesh N","Wang, Hanghang",,,,,CHEM,2123,102,12,12,4,1,,,,,,,,,,,,,,,1
"Hashami, Zohreh","Graham, Robert L",,,,,CHEM,2123,103,3,10,5,2,,2,1,,,,,,,,,,,,3
"Hashami, Zohreh","Zhang, Naifu",,,,,CHEM,2125,101,14,13,3,,,,,,,,,,,,,,,,0
"Wijenayake, Sumudu N","Diwakara Mohottalalage, Shashini Devika D",,,,,CHEM,2125,102,16,13,1,,,,,,,,,,,,,,,,0
"Wijenayake, Sumudu N","Diwakara Mohottalalage, Shashini Devika D",,,,,CHEM,2125,103,6,22,1,,,,,,,,,,,,,,,1,0
"Wijenayake, Sumudu N","Saavedra, Daniel P",,,,,CHEM,2125,104,15,14,1,,,,,,,,,,,,,,,,0
"Shah, Shailesh N","Shamir, Alexandra",,,,,CHEM,2125,105,3,11,7,1,1,,,,,,,,,,,,,,0
"Hashami, Zohreh","Udamulle Gedara, Chinthaka Mahesh",,,,,CHEM,2125,106,3,10,5,,,,,,,,,,1,,,,,,0
"Wijenayake, Sumudu N","Cue, John Michael",,,,,CHEM,2125,110,17,12,1,,,,,,,,,,,,,,,,0
"Lee, Jiyong",,,,,,CHEM,2323,001,7,18,7,16,19,14,8,15,15,6,2,,9,,,,,,7
"Panapitiya, Nimanka P",,,,,,CHEM,2325,001,10,32,10,11,8,12,13,12,7,5,5,,7,,,,,,3
"Thompson, Christina M",,,,,,CHEM,2325,002,7,34,17,18,15,9,12,1,11,5,7,,5,,,,,,5
"Dissanayake, Dushanthi S","Calubaquib, Erika Joy",,,,,CHEM,2401,001,1,4,3,3,,1,2,1,1,,1,,,,,,,,3
"Yoo, Hyuntae","Marsh, Robert","Bhat, Vandita D","Akhavantabib, Noushin","Ashrafi, Adnin","Hossain, Md. Saddam",CHEM,3361,001,2,1,,3,2,1,2,3,1,,2,,3,,,,,,3
"Goux, Warren J","Tajik Asl, Masoumeh","Zhou, Qinhan","Bulathge, Anjala W","Malekpour, Soheil",,CHEM,3472,001,1,3,2,,1,2,3,3,,,3,,2,,,,,,0
"Qin, Yanping","Bulathge, Anjala W","Zhou, Qinhan","Tajik Asl, Masoumeh","Malekpour, Soheil",,CHEM,3472,002,2,5,4,4,1,2,2,,,,3,,,,,,,,0
"Ferraris, John",,,,,,CHEM,4335,001,,3,,1,7,,3,1,3,,,1,,,,,,,0
"Goux, Warren J","Buford, Jonathan D","Luzuriaga, Michael A",,,,CHEM,4473,001,1,1,1,1,1,,1,1,,2,1,2,1,,,,,,0
"Kim, Jung-Whan",,,,,,BIOL,6V02,001,,,,,,,,,,,,,,,,,20,,0
"Srikanth, Uma",,,,,,BIOL,2111,001,5,,4,3,6,1,1,6,3,2,2,2,2,,,,,1,0
"Srikanth, Uma",,,,,,BIOL,2111,002,5,2,4,2,5,2,2,3,5,1,1,3,,,,,,2,3
"Srikanth, Uma",,,,,,BIOL,2111,003,8,1,7,5,4,2,,1,,,,,,,,,,,2
"Srikanth, Uma",,,,,,BIOL,2111,004,8,1,2,,4,5,1,2,2,,3,,,,,,,1,1
"Bulla, Lee",,,,,,BIOL,1318,001,1,1,3,4,1,6,3,2,3,7,2,2,5,,,,,,2
"Wilson, Michelle","Salamat, Narges","Yetkin, Celal E","Zhou, Qin","Cao, Lian","Song, Ming",BIOL,2112,001,1,10,5,8,4,6,3,2,,,1,,,,,,,,0
"Wilson, Michelle","Song, Ming","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Salamat, Narges",BIOL,2112,002,2,5,11,5,5,5,3,2,1,,1,,1,,,,,,0
"Wilson, Michelle","Salamat, Narges","Song, Ming","Yetkin, Celal E","Cao, Lian","Zhou, Qin",BIOL,2112,003,5,13,7,5,1,8,,,,1,,,,,,,,,0
"Wilson, Michelle","Yetkin, Celal E","Cao, Lian","Zhou, Qin","Song, Ming","Salamat, Narges",BIOL,2112,004,4,7,12,7,3,2,4,1,,1,,,,,,,,,0
"Wilson, Michelle","Yetkin, Celal E","Salamat, Narges","Song, Ming","Zhou, Qin","Cao, Lian",BIOL,2112,005,4,5,5,6,5,5,3,1,,1,,1,2,,,,,,2
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2112,006,4,10,13,3,3,2,,1,1,,1,,1,,,,,,2
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2112,007,1,3,7,5,4,5,2,7,4,,,1,,,,,,,1
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2112,008,3,7,7,8,6,4,4,1,1,,,,,,,,,,0
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2312,001,17,53,62,36,23,27,15,12,7,2,3,2,2,,,,,,3
"Wilson, Michelle",,,,,,BIOL,2312,002,24,37,33,23,18,20,7,3,4,4,1,,4,,,,,,2
"Campbell, Zachary",,,,,,BIOL,3101,001,1,4,3,11,9,3,2,3,4,1,2,1,,,,,,,2
"Dejong, Jeff L",,,,,,BIOL,3101,002,,1,,3,5,2,4,6,5,,1,,1,,,,,,2
"Campbell, Zachary",,,,,,BIOL,3101,003,,2,2,6,4,4,4,10,,1,2,,3,,,,,,1
"Dejong, Jeff L",,,,,,BIOL,3101,004,,2,,2,2,4,3,3,4,2,1,,2,,,,,,1
"Campbell, Zachary",,,,,,BIOL,3101,005,2,6,1,7,10,4,6,4,1,2,1,1,,,,,,,1
"Dejong, Jeff L",,,,,,BIOL,3101,006,2,5,2,8,3,3,1,6,3,,2,1,1,,,,,,0
"Campbell, Zachary",,,,,,BIOL,3101,007,,4,,1,6,2,5,3,1,1,,2,5,,,,,,2
"Dejong, Jeff L",,,,,,BIOL,3101,008,,,2,,2,1,1,4,2,1,,,1,,,,,,2
"Burr, John G",,,,,,BIOL,3102,001,3,2,1,5,2,3,1,2,1,,2,1,,,,,,,0
"Srikanth, Uma",,,,,,BIOL,3102,002,1,3,5,1,,4,2,2,1,,1,4,,,,,,,1
"Burr, John G",,,,,,BIOL,3102,003,2,2,4,3,7,3,1,4,1,1,,1,,,,,,,0
"Srikanth, Uma",,,,,,BIOL,3102,004,1,5,4,2,3,1,4,3,,,1,1,,,,,,,0
"Burr, John G",,,,,,BIOL,3102,005,4,3,,2,4,,1,2,1,3,3,,2,,,,,,0
"Srikanth, Uma",,,,,,BIOL,3102,006,,3,2,3,1,3,,,,,1,,,,,,,,0
"Yoo, Hyuntae",,,,,,BIOL,3161,001,2,3,,2,1,3,1,2,2,4,1,2,4,,,,,,1
"Marsh, Robert",,,,,,BIOL,3161,002,,1,3,,1,,,5,1,1,,,3,,,,,,0
"Yoo, Hyuntae",,,,,,BIOL,3161,003,,2,1,2,1,,2,1,2,,,2,2,,,,,,2
"Marsh, Robert",,,,,,BIOL,3161,004,,2,5,4,3,1,2,1,,2,2,1,2,,,,,,1
"Dodani, Sheel C",,,,,,BIOL,3161,005,3,2,2,4,6,2,3,5,2,3,4,2,,,,,,,1
"Meloni, Gabriele",,,,,,BIOL,3161,006,7,4,3,1,7,3,1,3,1,2,1,2,2,,,,,,2
"Candas, Mehmet",,,,,,BIOL,3162,001,,13,,2,5,3,3,3,3,,1,,1,,,,,1,1
"Reitzer, Lawrence",,,,,,BIOL,3162,002,,7,1,,7,7,3,3,5,1,2,,,,,,,,1
"Candas, Mehmet",,,,,,BIOL,3162,003,4,7,4,1,6,6,3,3,,,1,,3,,,,,,0
"Reitzer, Lawrence",,,,,,BIOL,3162,004,2,3,3,3,10,7,2,2,1,1,,,1,,,,,,1
"Candas, Mehmet",,,,,,BIOL,3162,005,1,3,4,2,10,6,2,1,1,1,2,,1,,,,,1,0
"Reitzer, Lawrence",,,,,,BIOL,3162,006,1,7,1,1,6,6,3,6,,1,1,,2,,,,,,1
"Candas, Mehmet",,,,,,BIOL,3162,007,1,8,,4,7,4,2,1,2,,1,,2,,,,,,0
"Reitzer, Lawrence",,,,,,BIOL,3162,008,,6,1,1,4,3,4,,3,4,1,,3,,,,,,0
"Dejong, Jeff L","Campbell, Zachary","Zhang, Bo","Slape, Coreen M","Lasley, Alexandra E","Jiang, Xianli",BIOL,3301,001,7,27,10,38,46,26,30,44,21,9,12,5,14,,,,,,11
"Burr, John G","Srikanth, Uma","Neugent, Michael L","Tandon, Neha Ramesh","Avadhanam, Nymisha","Gauba, Esha",BIOL,3302,001,11,18,15,16,17,14,10,13,4,4,8,7,2,,,,,,1
"Yoo, Hyuntae","Marsh, Robert","Bhat, Vandita D","Akhavantabib, Noushin","Ashrafi, Adnin","Hossain, Md. Saddam",BIOL,3361,001,4,6,3,2,10,8,5,8,5,7,6,5,9,,,,,,4
"Candas, Mehmet","Reitzer, Lawrence","McDill, Parker M","Sudarshan, Sushmita","Ray, Ashvini","Saini, Ankur",BIOL,3362,001,8,51,13,14,50,40,19,17,15,7,9,,13,,,,,1,4
"Hill, Brenna R",,,,,,BIOL,3370,001,13,15,10,4,5,7,1,2,,,1,,2,,,,,,0
"Burr, John G",,,,,,BIOL,4345,001,3,19,16,5,8,12,,5,2,,2,,1,,2,,,,2
"Ramirez, Ruben D",,,,,,BIOL,4350,001,1,3,4,3,,2,4,2,3,2,,,1,,,,,,0
"Srikanth, Uma","Rajeev, Sanjana","Upreti, Chahat","Sankaranarayanan, Ishwarya","Schramm, Sareda T",,BIOL,2311,001,39,15,24,20,31,16,16,24,20,6,12,13,16,,,,,8,14
"Borovkov, Irina G","Dey, Sanchareeka",,,,,BIOL,4380,302,,5,3,3,1,1,1,3,,1,,,,,,,,,0
"Borovkov, Irina G","Brathaban, Nivetha",,,,,BIOL,4380,303,,2,3,5,4,1,3,3,1,,,,,,,,,,0
"Ramirez, Ruben D",,,,,,BIOL,3455,303,1,,2,2,5,5,3,,2,1,1,2,6,,,,,,2
"Maitra, Meenakshi","Ramirez, Ruben D",,,,,BIOL,3455,306,1,3,6,2,1,6,1,2,5,1,,,1,,,,,,2
"Yu, Wen H",,,,,,BIOL,3456,301,1,9,2,7,8,,1,1,1,1,,1,,,,,,,0
"Hill, Brenna R","Yu, Wen H","Sivakolundu, Dinesh Keran",,,,BIOL,3456,303,2,7,6,7,4,2,,1,3,,,,,,,,,,0
"Pickett, Elizabeth A","Wang, Haozhe",,,,,BIOL,2281,301,2,4,2,4,2,4,1,,2,1,,,1,,,,,,0
"Lin, Wen J","Tian, Jing",,,,,BIOL,2281,302,7,4,5,,,3,1,1,,1,,,,,,,,,1
"Lin, Wen J","Wang, Haozhe",,,,,BIOL,2281,303,4,3,5,2,3,4,1,1,,,,,,,,,,,0
"Lin, Wen J","Phatak, Arya B",,,,,BIOL,2281,304,4,2,6,5,1,1,,1,,1,,,1,,,,,,0
"Winkler, Duane D",,,,,,BIOL,4461,001,1,8,2,,3,2,,2,1,,4,1,3,,,,,,2
"Bulla, Lee",,,,,,BIOL,5381,001,,6,8,3,1,1,,,,,,,,,,,,,0
"Kim, Tae Hoon",,,,,,BIOL,6252,001,,,,,,,,,,,,,,,,,10,,0
"Burr, John G",,,,,,BIOL,6351,001,,10,9,2,2,,,1,,,,,,,,,,,0
"Breen, Gail A","Candas, Mehmet","Guo, Lan","Liu, Li",,,BIOL,6384,301,,3,1,,2,1,,,,,,,,,,,,,0
"Dabkowska, Malgorzata A","Mamun, Abdullah Al",,,,,MATH,3310,001,6,12,5,3,1,4,3,4,2,1,,1,3,,,,,,2
"Arreche, Carlos","Mamun, Abdullah A",,,,,MATH,3312,001,10,,2,1,5,2,2,,,,,2,1,,,,,,1
"Akbar, Mohammad M",,,,,,MATH,3321,001,7,,,1,2,,,,2,,,,,,,,,,0
"Krawcewicz, Wieslaw Z","Wu, Hao Pin",,,,,MATH,3379,001,6,3,3,8,6,3,4,1,2,,2,,6,,,,,,2
"Dabkowski, Mieczyslaw K","Wu, Che-Yu",,,,,MATH,4302,001,5,12,7,7,3,4,8,2,2,3,,1,1,,,,,,1
"Zweck, John W",,,,,,MATH,5302,001,,5,1,1,1,1,,1,,,,,,,,,,,0
"Efromovich, Sam",,,,,,STAT,4352,501,5,8,4,2,5,15,2,2,8,,,,1,,,,,,1
"Qin, Yanping","Reyes, Luis E",,,,,CHEM,1111,105,12,3,4,3,2,,1,,,,,,2,,,,,,2
"Karunathilake, Arosha A","Li, Siqing",,,,,CHEM,1112,110,,10,11,4,3,,,,,,,,1,,,,,,0
"Huang, Yu","Ball, Darby J",,,,,CHEM,1112,111,1,10,6,7,3,1,,,,,1,,,,,,,,1
"Gavva, Sandhya R","Sturgeon, Grant J",,,,,CHEM,1112,112,3,18,4,,,,,,,,,,1,,,,,,2
"Abeykoon, Nimali C","Brohlin, Olivia R",,,,,CHEM,1112,113,1,14,5,2,1,,1,,,1,,1,1,,,,,,2
"Qin, Yanping","Sturgeon, Grant J",,,,,CHEM,1112,114,20,4,1,2,,,1,,,,,,,,,,,,1
"Abeykoon, Nimali C","Martinez Martinez, Patricia M",,,,,CHEM,1112,115,,8,14,3,2,,,1,,,,,,,,,,,1
"Hashami, Zohreh","Graham, Robert L",,,,,CHEM,2123,104,4,6,10,7,,1,1,,,,,,,,,,,,0
"Shah, Shailesh N","Ong, Whitney",,,,,CHEM,2125,107,7,18,1,4,,,,,,,,,,,,,,,0
"Hashami, Zohreh","Udamulle Gedara, Chinthaka Mahesh",,,,,CHEM,2125,108,4,19,4,2,,,1,,,,,,,,,,,,0
"Wijenayake, Sumudu N","Cue, John Michael",,,,,CHEM,2125,109,18,12,,,,,,,,,,,,,,,,,0
"Candas, Mehmet","Reitzer, Lawrence","McDill, Parker M","Sudarshan, Sushmita","Ray, Ashvini","Saini, Ankur",CHEM,3362,001,1,4,1,,4,3,3,2,,1,,,,,,,,1,0
"McConnell, James S","Kirkland, Pamela I",,,,,NATS,3343,001,2,6,3,1,1,,1,1,,,,,,,,,,,3
"Dorsey, Floyd Z",,,,,,NATS,3343,002,4,18,,,2,,,,,,,,,,,,,,0
"Kelly, Mary Lena U",,,,,,SCI,5332,501,,5,1,,,,,,,,,,,,,,,,0
"Gammons Jr, Billy G","McConnell, James S",,,,,NATS,4141,501,,18,,2,,1,,1,,,,,,,,,,,0
"Stoneback, Russell A","Cherepanov, Stanislav M","Timms, Christopher I",,,,PHYS,1301,001,14,36,43,32,25,29,13,5,20,10,,5,12,,,,,,10
"Sun, Kuei","Liu, Xun",,,,,PHYS,2125,104,7,19,,,1,,,,,,,,1,,,,,,0
"Sun, Kuei","Liu, Xun",,,,,PHYS,2125,105,11,17,,,,,,,,1,,,1,,,,,,0
"Sun, Kuei","Agashe, Anish N",,,,,PHYS,2125,106,2,22,2,1,1,,,,,,1,1,,,,,,,0
"Sun, Kuei","Zhang, Yichao",,,,,PHYS,2125,601,10,17,,1,,,,,,,,,1,,,,,,0
"Sun, Kuei","Feizi, Wirya",,,,,PHYS,2125,602,,27,,2,,,,,,,,,,,,,,,0
"Macalevey, Paul J","Cheung, Patrick K",,,,,PHYS,3411,001,1,7,4,7,7,,,2,,1,,,,,,,,,1
"Anderson, Phillip C",,,,,,PHYS,5320,001,,10,,,13,,,3,,,,,2,,,,,,0
"Pujana, Ignacio",,,,,,GEOS,1303,0W1,97,32,17,14,18,5,4,5,3,2,3,5,7,,,,,,6
"Pickett, Elizabeth A","Thaseen, Sadiqa",,,,,BIOL,2281,305,2,6,5,3,1,2,1,1,,1,,1,,,,,,,0
"Lin, Wen J","Tian, Jing",,,,,BIOL,2281,306,3,3,5,3,4,1,1,,2,1,,,,,,,,,0
"Dabkowska, Malgorzata A","Helal, Md Abu",,,,,MATH,3311,001,6,5,6,3,4,2,1,2,1,,2,1,4,,,,,,0
"Koshevnik, Yuly","Wu, Zichen",,,,,STAT,4382,001,1,7,5,4,4,5,2,4,10,,4,4,10,,,,,1,3
"McCary, Brady C",,,,,,MATH,1314,001,,,,2,,3,,4,2,2,,,8,,,,,,0
"Ding, Hui",,,,,,MATH,1325,001,2,,3,,5,6,3,2,4,,,,2,,,,,,1
"Stanford, Paul H",,,,,,MATH,1325,002,2,6,12,1,3,4,6,1,3,,1,1,3,,,,,,1
"Ding, Hui",,,,,,MATH,1325,003,2,6,3,3,7,3,3,7,2,,,,1,,,,,,1
"Ali, Ahmed T",,,,,,MATH,1326,002,11,6,3,3,2,3,5,3,2,2,,4,1,,,,,,3
"Akbar, Mohammad M",,,,,,MATH,1326,004,13,3,3,2,5,3,,6,2,3,,4,2,,,,,,1
"Aman, Kelly",,,,,,MATH,2312,001,3,3,4,5,3,5,2,3,3,5,2,,9,,,,,,0
"Jevtic, Filip D","Dragovic, Vladimir","Cao, Cong",,,,MATH,2333,001,3,,1,1,1,,,,2,1,4,1,5,,,,,,2
"Jevtic, Filip D","Dragovic, Vladimir","Chakraborty, Dipnil",,,,MATH,2333,002,3,4,3,3,5,,4,1,4,1,3,1,3,,,,,,1
"Nguyen, Mylinh T",,,,,,MATH,2413,001,2,3,6,1,3,3,3,9,1,1,2,2,7,,,,,,0
"Nguyen, Mylinh T",,,,,,MATH,2413,002,2,,2,4,6,3,3,8,2,2,,2,8,,,,,,2
"Sauter, Alan D",,,,,,MATH,2414,001,1,2,2,3,7,3,4,6,3,2,,1,6,,,,,,4
"Sauter, Alan D",,,,,,MATH,2414,002,2,2,5,4,3,3,3,6,5,1,1,1,7,,,,,,3
"Garrett, Bentley T",,,,,,MATH,2414,003,1,3,7,2,3,3,8,4,6,3,,,7,,,,,,0
"Garrett, Bentley T",,,,,,MATH,2414,004,4,4,7,5,6,3,2,3,4,1,1,,3,,,,,,5
"Estacio-Hiroms, Kemelli",,,,,,MATH,2414,005,,1,5,4,1,9,3,7,3,2,,1,7,,,,,,4
"Nguyen, Mylinh T",,,,,,MATH,2414,006,3,4,8,4,6,3,4,6,1,,1,,5,,,,,,3
"Dahal, Rabin",,,,,,MATH,2415,001,8,9,1,1,5,4,3,2,2,1,1,2,7,,,,,,1
